Booking_ID,adults,children,stays_in_weekend_nights,stays_in_week_nights,meal,required_car_parking_spaces,reserved_room_type,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,market_segment,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,adr,total_of_special_requests,is_canceled
INN00027,2,0,1,1,BB,0,A,60,2017,September,21,Offline TA/TO,0,0,0,65.0,0,0
INN00030,2,0,0,2,HB,0,A,56,2017,September,17,Offline TA/TO,0,0,0,82.0,0,0
INN00031,2,0,1,1,BB,0,D,3,2017,September,19,Online TA,0,0,0,177.5,1,0
INN00064,1,0,0,1,BB,0,A,2,2017,September,10,Complementary,0,0,0,0.0,1,0
INN00108,2,0,1,3,BB,0,D,0,2017,September,21,Online TA,0,0,0,155.0,1,0
INN00110,2,0,2,1,BB,0,A,32,2017,September,5,Online TA,0,0,0,94.5,3,0
INN00170,2,1,1,0,SC,0,A,11,2017,September,13,Online TA,0,0,0,87.4,1,0
INN00181,2,0,0,3,BB,0,A,11,2017,September,9,Online TA,0,0,0,80.85,1,0
INN00197,2,0,0,1,BB,0,A,87,2017,September,11,Corporate,0,0,0,100.0,0,1
INN00211,2,0,0,3,BB,0,A,6,2017,September,22,Online TA,0,0,0,106.07,1,0
INN00213,2,0,0,1,BB,0,A,4,2017,September,22,Online TA,0,0,0,145.0,2,0
INN00228,1,2,2,2,BB,0,F,4,2017,September,19,Online TA,0,0,0,200.75,2,0
INN00243,2,0,0,2,BB,0,A,21,2017,September,3,Online TA,0,0,0,105.0,0,0
INN00257,2,0,0,1,BB,0,A,0,2017,September,16,Online TA,0,0,0,200.0,0,0
INN00263,2,0,1,3,BB,0,D,25,2017,September,14,Online TA,0,0,0,78.54,1,0
INN00266,2,0,2,5,SC,0,A,53,2017,September,2,Online TA,0,0,0,66.53,2,0
INN00297,1,0,0,1,HB,0,A,41,2017,September,4,Offline TA/TO,0,0,0,83.0,0,0
INN00309,2,0,0,1,HB,0,A,83,2017,September,30,Offline TA/TO,0,0,0,112.2,0,0
INN00341,1,0,0,1,BB,0,A,0,2017,September,8,Online TA,0,0,0,142.0,0,0
INN00374,2,0,2,2,BB,0,A,56,2017,September,25,Offline TA/TO,0,0,0,185.0,0,0
INN00390,1,0,0,3,BB,0,A,11,2017,September,15,Corporate,0,0,0,65.0,0,0
INN00397,2,0,0,2,BB,0,A,107,2017,September,9,Online TA,0,0,0,89.25,1,0
INN00406,2,0,0,3,BB,0,A,26,2017,September,17,Online TA,0,0,0,117.67,1,1
INN00433,2,0,0,1,BB,0,D,22,2017,September,8,Online TA,0,0,0,120.0,1,0
INN00459,2,0,0,2,HB,0,A,74,2017,September,18,Offline TA/TO,0,0,0,101.5,0,0
INN00531,1,0,0,1,BB,0,A,9,2017,September,10,Online TA,0,0,0,95.0,2,0
INN00558,2,0,2,2,BB,0,A,56,2017,September,25,Offline TA/TO,0,0,0,185.0,0,0
