Booking_ID,adults,children,stays_in_weekend_nights,stays_in_week_nights,meal,required_car_parking_spaces,reserved_room_type,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,market_segment,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,adr,total_of_special_requests,is_canceled
INN00046,2,0,0,3,BB,0,A,146,2017,December,29,Offline TA/TO,0,0,0,75.0,0,0
INN00299,2,1,2,1,HB,0,A,27,2017,December,27,Offline TA/TO,0,0,0,104.5,3,0
INN00308,2,0,0,4,BB,0,D,95,2017,December,29,Offline TA/TO,0,0,0,60.5,0,0
INN00313,2,0,2,1,BB,0,A,22,2017,December,26,Online TA,0,0,0,59.09,0,0
INN00334,1,0,0,1,BB,0,A,0,2017,December,15,Corporate,1,0,1,75.0,0,0
INN00371,2,2,0,5,BB,0,F,22,2017,December,29,Online TA,0,0,0,199.0,0,0
INN00417,2,0,1,2,BB,0,D,75,2017,December,7,Offline TA/TO,0,0,0,60.0,0,0
INN00470,2,0,2,1,BB,0,A,0,2017,December,27,Offline TA/TO,0,0,0,58.0,0,0
INN00472,2,0,0,4,BB,0,A,60,2017,December,9,Online TA,0,0,0,96.3,1,0
INN00512,2,0,2,1,SC,0,A,67,2017,December,5,Online TA,0,0,0,95.4,2,0
INN00520,2,0,1,3,BB,0,A,22,2017,December,24,Online TA,0,0,0,87.0,1,0
INN00533,2,0,0,3,BB,0,A,13,2017,December,17,Offline TA/TO,0,0,0,58.0,0,0
INN00580,2,0,1,4,BB,0,A,148,2017,December,30,Offline TA/TO,0,0,0,67.0,0,0
INN00756,2,0,0,2,BB,0,A,18,2017,December,1,Online TA,0,0,0,69.0,2,0
INN00806,2,0,1,0,BB,0,A,81,2017,December,6,Online TA,0,0,0,76.5,2,0
INN00817,2,1,4,6,BB,0,A,57,2017,December,26,Online TA,0,0,0,113.85,0,0
INN00826,1,0,0,1,BB,0,A,2,2017,December,11,Offline TA/TO,0,0,0,75.0,0,0
INN00897,2,0,2,1,SC,1,A,29,2017,December,6,Offline TA/TO,0,0,0,66.0,1,0
INN00912,2,0,0,3,BB,0,A,160,2017,December,30,Offline TA/TO,0,0,0,70.0,0,0
INN00976,2,0,2,2,BB,0,A,134,2017,December,4,Offline TA/TO,0,0,0,65.0,0,0
INN01010,3,1,0,4,BB,0,G,110,2017,December,9,Offline TA/TO,0,0,0,139.5,1,0
INN01047,1,0,0,2,HB,0,A,6,2017,December,10,Online TA,0,0,0,0.0,0,0
INN01077,1,0,0,3,BB,0,A,146,2017,December,29,Offline TA/TO,0,0,0,65.0,0,0
INN01096,2,0,0,4,BB,0,D,97,2017,December,29,Offline TA/TO,0,0,0,60.5,1,0
INN01100,2,0,2,2,BB,0,A,24,2017,December,26,Offline TA/TO,0,0,0,58.0,1,0
INN01152,3,0,0,3,SC,0,A,1,2017,December,31,Online TA,0,0,0,183.5,0,0
INN01177,1,0,0,2,HB,0,A,6,2017,December,10,Online TA,0,0,0,0.0,0,0
INN01240,2,0,2,3,BB,0,A,3,2017,December,3,Offline TA/TO,0,0,0,58.0,0,0
INN01329,2,0,1,2,BB,0,A,8,2017,December,4,Online TA,0,0,0,80.27,0,0
INN01379,2,0,1,3,BB,0,D,101,2017,December,31,Offline TA/TO,0,0,0,61.5,0,0
INN01402,1,0,0,2,HB,0,A,6,2017,December,10,Online TA,0,0,0,0.0,0,0
INN01437,3,0,2,2,BB,0,A,17,2017,December,18,Offline TA/TO,0,0,0,82.0,1,0
INN01442,2,0,0,2,SC,0,A,53,2017,December,29,Online TA,0,0,0,81.0,1,0
INN01644,2,0,2,1,HB,0,A,27,2017,December,27,Offline TA/TO,0,0,0,91.8,1,0
INN01671,2,0,0,4,BB,0,A,19,2017,December,22,Offline TA/TO,0,0,0,58.0,1,0
INN01695,1,0,0,1,SC,0,C,0,2017,December,31,Complementary,0,0,0,0.0,0,0
INN01706,2,0,0,2,BB,0,D,4,2017,December,30,Online TA,0,0,0,137.0,1,0
INN01752,2,0,0,4,BB,0,A,110,2017,December,9,Offline TA/TO,0,0,0,70.0,0,0
INN01820,2,0,2,1,BB,1,A,49,2017,December,5,Online TA,0,0,0,115.2,2,0
INN01825,2,0,1,4,BB,0,A,148,2017,December,30,Offline TA/TO,0,0,0,67.0,0,0
INN01850,2,0,0,1,SC,0,A,0,2017,December,19,Online TA,0,0,0,75.0,0,0
INN01856,2,0,2,2,BB,0,A,132,2017,December,20,Online TA,0,0,0,55.63,0,0
INN01917,2,0,0,3,BB,0,A,147,2017,December,29,Online TA,0,0,0,72.25,2,1
