Booking_ID,adults,children,stays_in_weekend_nights,stays_in_week_nights,meal,required_car_parking_spaces,reserved_room_type,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,market_segment,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,adr,total_of_special_requests,is_canceled
INN00006,2,0,0,2,HB,0,A,346,2018,September,13,Online TA,0,0,0,115.0,1,1
INN00011,1,0,1,0,SC,0,A,0,2018,September,11,Online TA,0,0,0,85.03,0,0
INN00061,2,2,0,1,BB,1,F,2,2018,September,2,Online TA,0,0,0,258.0,1,0
INN00087,2,0,2,3,SC,0,A,196,2018,September,4,Online TA,0,0,0,96.05,1,0
INN00111,2,0,0,2,BB,0,A,182,2018,September,30,Online TA,0,0,0,117.9,2,1
INN00121,2,0,0,3,BB,0,A,317,2018,September,1,Online TA,0,0,0,106.2,1,1
INN00122,2,0,0,2,HB,0,A,286,2018,September,16,Offline TA/TO,0,0,0,58.5,0,0
INN00152,2,0,0,3,BB,0,D,130,2018,September,29,Online TA,0,0,0,139.5,2,1
INN00169,2,0,1,2,BB,0,A,280,2018,September,19,Online TA,0,0,0,110.0,0,1
INN00171,2,0,0,2,BB,0,A,317,2018,September,15,Online TA,0,0,0,120.0,0,1
INN00200,2,0,1,2,HB,0,A,418,2018,September,26,Online TA,0,0,0,107.0,0,1
INN00206,2,0,0,3,BB,0,A,433,2018,September,8,Online TA,0,0,0,70.0,0,1
INN00223,2,0,1,5,BB,0,A,56,2018,September,5,Online TA,0,0,0,118.95,0,0
INN00244,2,0,0,2,SC,0,A,12,2018,September,14,Corporate,0,0,0,100.0,1,0
INN00255,3,0,0,3,BB,0,D,57,2018,September,7,Online TA,0,0,0,140.13,0,0
INN00285,1,0,1,4,BB,0,A,113,2018,September,7,Online TA,0,0,0,118.8,0,1
INN00289,2,0,0,1,BB,0,E,9,2018,September,7,Complementary,1,0,3,0.0,1,0
INN00312,2,2,0,2,BB,0,F,22,2018,September,16,Online TA,0,0,0,239.0,2,0
INN00346,2,0,0,1,SC,0,A,57,2018,September,7,Online TA,0,0,0,87.3,3,0
INN00360,2,0,2,0,BB,0,A,19,2018,September,18,Offline TA/TO,0,0,0,95.0,0,0
INN00361,2,0,2,2,BB,0,D,86,2018,September,3,Offline TA/TO,0,0,0,90.95,3,0
INN00363,2,0,0,1,BB,0,A,65,2018,September,22,Online TA,0,0,0,135.9,1,0
INN00381,2,0,4,11,BB,0,D,237,2018,September,13,Online TA,0,0,0,116.62,1,1
INN00382,2,0,0,4,BB,0,A,125,2018,September,7,Online TA,0,0,0,136.0,2,0
INN00384,2,0,2,0,SC,0,A,5,2018,September,18,Offline TA/TO,0,0,0,123.7,0,0
INN00398,1,0,0,4,HB,0,A,100,2018,September,28,Offline TA/TO,0,0,0,110.0,0,0
INN00403,2,0,1,2,BB,0,A,198,2018,September,9,Online TA,0,0,0,90.0,0,1
INN00427,2,0,0,4,SC,0,A,236,2018,September,27,Online TA,0,0,0,84.43,1,1
INN00430,2,0,2,4,BB,0,A,224,2018,September,3,Online TA,0,0,0,97.18,1,1
INN00436,2,0,0,5,HB,0,A,230,2018,September,6,Online TA,0,0,0,137.0,0,1
INN00456,2,0,0,5,BB,0,A,230,2018,September,6,Online TA,0,0,0,137.0,1,1
