Booking_ID,adults,children,stays_in_weekend_nights,stays_in_week_nights,meal,required_car_parking_spaces,reserved_room_type,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,market_segment,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,adr,total_of_special_requests,is_canceled
INN00016,2,0,0,2,HB,0,A,256,2018,June,15,Online TA,0,0,0,115.0,1,1
INN00037,1,0,2,1,BB,0,A,34,2018,June,19,Online TA,0,0,0,81.0,0,1
INN00042,2,0,0,2,BB,0,A,35,2018,June,21,Online TA,0,0,0,102.0,1,0
INN00044,2,0,1,1,SC,0,A,41,2018,June,27,Online TA,0,0,0,98.1,1,1
INN00055,2,0,1,0,SC,0,A,13,2018,June,13,Online TA,0,0,0,89.0,2,0
INN00063,1,0,0,2,BB,0,A,192,2018,June,24,Offline TA/TO,0,0,0,95.0,0,0
INN00067,2,0,0,2,BB,0,D,179,2018,June,3,Online TA,0,0,0,97.7,1,0
INN00074,2,0,0,2,BB,0,A,177,2018,June,3,Online TA,0,0,0,100.0,0,1
INN00078,2,0,1,2,BB,0,A,64,2018,June,27,Online TA,0,0,0,111.9,1,0
INN00079,3,0,2,5,BB,0,D,155,2018,June,28,Online TA,0,0,0,121.55,2,1
INN00088,1,0,0,2,BB,0,A,188,2018,June,15,Online TA,0,0,0,130.0,0,1
INN00109,2,0,0,1,SC,0,A,12,2018,June,30,Online TA,0,0,0,101.68,1,0
INN00112,2,0,1,0,SC,0,A,1,2018,June,27,Online TA,0,0,0,127.0,1,0
INN00113,2,0,0,3,SC,0,A,122,2018,June,16,Online TA,0,0,0,116.1,2,0
INN00114,2,0,2,3,BB,0,A,40,2018,June,30,Online TA,0,0,0,117.9,1,0
INN00115,2,2,2,2,BB,0,E,116,2018,June,26,Online TA,0,0,0,184.24,1,1
INN00129,1,0,2,3,BB,0,A,117,2018,June,5,Offline TA/TO,0,0,0,110.0,0,0
INN00138,2,0,2,5,BB,0,A,155,2018,June,28,Online TA,0,0,0,90.95,2,0
INN00142,2,0,0,2,BB,0,A,245,2018,June,17,Online TA,0,0,0,75.0,0,1
INN00146,1,0,0,2,BB,0,A,13,2018,June,1,Complementary,1,3,5,0.0,1,0
INN00149,2,0,0,1,BB,0,A,56,2018,June,8,Offline TA/TO,0,0,0,120.0,0,0
INN00160,2,0,1,0,SC,0,A,0,2018,June,5,Online TA,0,0,0,109.0,0,0
INN00167,2,0,0,2,BB,0,D,8,2018,June,15,Online TA,0,0,0,156.0,0,1
INN00173,2,0,1,3,BB,0,A,160,2018,June,30,Online TA,0,0,0,90.95,1,0
INN00221,1,0,0,2,SC,0,A,0,2018,June,8,Online TA,0,0,0,109.0,1,0
INN00224,2,0,0,2,BB,0,A,107,2018,June,10,Offline TA/TO,0,0,0,130.0,1,0
INN00235,2,1,0,1,BB,1,A,58,2018,June,21,Online TA,0,0,0,125.1,1,0
INN00241,2,0,2,4,SC,0,A,79,2018,June,16,Online TA,0,0,0,120.6,0,0
INN00261,3,0,1,1,BB,0,D,1,2018,June,11,Online TA,0,0,0,166.0,3,0
INN00275,2,0,1,0,BB,0,A,19,2018,June,12,Online TA,0,0,0,94.35,1,0
INN00277,1,0,0,2,HB,0,A,239,2018,June,15,Online TA,0,0,0,90.6,0,1
INN00281,3,0,1,1,BB,0,D,45,2018,June,18,Offline TA/TO,0,0,0,122.4,0,0
INN00283,2,0,0,4,SC,0,A,167,2018,June,28,Online TA,0,0,0,62.18,0,1
INN00302,1,0,0,2,BB,0,A,188,2018,June,15,Online TA,0,0,0,130.0,0,1
INN00317,2,0,0,2,HB,0,A,79,2018,June,24,Offline TA/TO,0,0,0,109.0,0,0
INN00318,2,0,1,1,HB,0,A,247,2018,June,6,Online TA,0,0,0,115.0,1,1
INN00323,2,0,0,2,BB,0,A,245,2018,June,17,Online TA,0,0,0,75.0,0,1
INN00328,1,0,0,2,BB,0,A,188,2018,June,15,Online TA,0,0,0,130.0,0,1
INN00340,2,0,2,2,BB,0,D,127,2018,June,26,Online TA,0,0,0,103.7,1,0
INN00343,1,0,1,2,BB,0,A,118,2018,June,6,Offline TA/TO,0,0,0,110.0,0,0
INN00358,2,0,1,3,BB,0,A,133,2018,June,13,Offline TA/TO,0,0,0,76.0,0,0
INN00367,2,0,2,3,HB,0,A,87,2018,June,26,Online TA,0,0,0,141.3,0,1
INN00385,2,0,2,1,BB,0,A,91,2018,June,19,Online TA,0,0,0,135.9,0,1
INN00407,2,0,2,1,BB,0,A,20,2018,June,18,Online TA,0,0,0,141.0,1,0
INN00416,1,0,1,0,BB,0,A,3,2018,June,27,Complementary,0,0,0,0.0,0,0
INN00447,2,0,2,2,BB,0,D,7,2018,June,19,Online TA,0,0,0,156.0,1,0
INN00450,2,0,1,1,HB,0,A,247,2018,June,6,Online TA,0,0,0,115.0,1,1
INN00454,2,0,0,1,BB,0,A,56,2018,June,8,Offline TA/TO,0,0,0,120.0,0,0
INN00455,1,0,0,1,BB,0,A,12,2018,June,8,Offline TA/TO,0,0,0,90.0,1,0
INN00460,2,0,0,1,SC,0,A,82,2018,June,23,Online TA,0,0,0,85.5,0,1
INN00469,2,1,0,1,BB,1,A,1,2018,June,18,Online TA,0,0,0,168.0,2,0
INN00476,2,2,2,1,BB,0,G,30,2018,June,12,Online TA,0,0,0,187.04,0,1
INN00481,1,0,0,2,BB,0,A,188,2018,June,15,Online TA,0,0,0,130.0,0,1
INN00497,2,0,0,3,BB,0,A,213,2018,June,7,Online TA,0,0,0,130.0,0,1
INN00504,1,0,0,2,BB,0,A,192,2018,June,24,Offline TA/TO,0,0,0,95.0,0,0
INN00505,2,0,2,4,BB,0,A,152,2018,June,18,Offline TA/TO,0,0,0,80.75,0,0
INN00524,1,0,0,3,BB,0,A,71,2018,June,14,Offline TA/TO,0,0,0,120.0,0,0
INN00526,1,0,0,3,BB,0,A,71,2018,June,14,Offline TA/TO,0,0,0,120.0,0,0
INN00527,2,0,0,1,SC,0,A,58,2018,June,10,Online TA,0,0,0,116.1,1,0
INN00529,2,0,2,1,BB,0,D,27,2018,June,26,Online TA,0,0,0,152.67,0,1
INN00535,2,0,0,2,BB,0,D,5,2018,June,21,Online TA,0,0,0,156.0,1,0
INN00544,2,0,2,3,SC,0,A,117,2018,June,17,Online TA,0,0,0,105.74,1,0
INN00545,2,0,0,2,BB,0,D,2,2018,June,10,Online TA,0,0,0,136.0,1,0
INN00546,2,0,0,1,BB,0,A,26,2018,June,8,Offline TA/TO,0,0,0,120.0,0,0
INN00548,2,0,0,2,HB,0,A,256,2018,June,15,Online TA,0,0,0,112.0,1,1
INN00565,1,0,0,2,BB,0,A,188,2018,June,15,Online TA,0,0,0,130.0,0,1
INN00582,2,0,2,5,BB,0,A,148,2018,June,25,Online TA,0,0,0,79.53,0,1
INN00585,2,0,2,5,BB,0,A,105,2018,June,11,Online TA,0,0,0,119.85,2,0
INN00596,3,0,1,4,BB,0,D,84,2018,June,15,Online TA,0,0,0,170.1,2,0
INN00597,2,0,0,2,BB,0,A,245,2018,June,17,Online TA,0,0,0,75.0,0,1
INN00598,2,0,0,3,BB,0,D,27,2018,June,29,Online TA,0,0,0,125.25,1,0
INN00600,2,0,1,2,BB,0,A,85,2018,June,20,Online TA,0,0,0,126.9,0,1
INN00603,2,0,0,2,HB,0,A,265,2018,June,24,Online TA,0,0,0,109.0,0,1
INN00619,2,0,1,0,HB,0,G,8,2018,June,19,Complementary,1,0,1,0.0,1,0
INN00624,2,0,1,1,BB,0,D,1,2018,June,11,Online TA,0,0,0,136.0,2,0
INN00629,2,0,0,3,SC,0,A,34,2018,June,14,Online TA,0,0,0,107.1,1,0
INN00636,1,0,0,2,BB,0,A,192,2018,June,24,Offline TA/TO,0,0,0,95.0,0,0
INN00653,2,0,0,1,SC,0,A,0,2018,June,7,Online TA,0,0,0,109.0,0,0
INN00656,2,0,0,2,HB,0,B,37,2018,June,17,Offline TA/TO,0,0,0,134.1,1,0
INN00671,1,0,0,2,HB,0,A,265,2018,June,24,Offline TA/TO,0,0,0,90.0,0,0
INN00675,2,0,0,2,HB,0,A,265,2018,June,24,Online TA,0,0,0,115.0,1,1
INN00679,1,0,2,5,SC,0,A,60,2018,June,17,Online TA,0,0,0,96.17,1,1
INN00681,2,0,2,0,SC,0,A,0,2018,June,12,Online TA,0,0,0,69.74,0,0
INN00691,2,0,0,2,BB,0,A,177,2018,June,3,Online TA,0,0,0,100.0,0,1
INN00709,1,0,0,2,BB,0,A,188,2018,June,15,Online TA,0,0,0,130.0,0,1
INN00752,2,0,1,1,HB,0,A,247,2018,June,6,Online TA,0,0,0,115.0,1,1
INN00774,2,0,0,1,SC,0,A,0,2018,June,2,Online TA,0,0,0,119.0,0,0
INN00782,2,0,0,2,BB,0,A,245,2018,June,17,Online TA,0,0,0,75.0,0,1
INN00784,2,0,1,1,BB,0,A,275,2018,June,4,Online TA,0,0,0,62.8,0,1
INN00786,1,0,0,2,HB,0,A,265,2018,June,24,Offline TA/TO,0,0,0,90.0,0,0
INN00794,2,0,2,2,BB,0,D,121,2018,June,4,Offline TA/TO,0,0,0,90.95,0,0
INN00798,1,0,0,3,BB,0,A,71,2018,June,14,Offline TA/TO,0,0,0,120.0,0,0
INN00814,1,0,1,2,BB,0,A,57,2018,June,10,Offline TA/TO,0,0,0,75.33,0,0
INN00824,2,0,1,1,HB,0,A,247,2018,June,6,Online TA,0,0,0,109.0,0,1
INN00828,2,0,0,1,BB,0,A,56,2018,June,8,Offline TA/TO,0,0,0,120.0,0,0
INN00835,2,0,0,2,BB,0,A,107,2018,June,10,Offline TA/TO,0,0,0,130.0,1,0
INN00851,1,0,0,1,BB,0,A,3,2018,June,23,Offline TA/TO,0,0,0,95.0,0,0
INN00854,2,0,0,1,SC,0,A,0,2018,June,17,Online TA,0,0,0,129.0,1,0
INN00861,2,0,0,3,BB,0,A,213,2018,June,7,Online TA,0,0,0,130.0,0,1
INN00893,2,0,0,3,BB,0,D,114,2018,June,2,Online TA,0,0,0,140.4,0,1
INN00913,2,0,2,0,BB,0,D,174,2018,June,5,Online TA,0,0,0,115.2,0,1
INN00918,1,0,0,1,BB,0,A,0,2018,June,23,Online TA,0,0,0,69.84,0,0
INN00934,2,1,2,3,BB,0,A,4,2018,June,16,Online TA,0,0,0,168.5,2,0
INN00959,2,0,2,1,BB,0,D,8,2018,June,26,Offline TA/TO,0,0,0,107.0,0,0
INN00967,2,0,0,3,SC,1,A,69,2018,June,21,Online TA,0,0,0,114.9,1,0
INN00968,2,0,0,3,HB,0,A,150,2018,June,16,Offline TA/TO,0,0,0,90.0,1,0
INN00970,1,0,0,2,BB,0,A,192,2018,June,24,Offline TA/TO,0,0,0,95.0,0,0
INN00974,2,0,0,2,BB,0,D,8,2018,June,22,Online TA,0,0,0,131.0,1,0
INN00979,2,0,0,2,BB,0,A,96,2018,June,29,Online TA,0,0,0,118.8,1,0
INN01011,3,0,2,1,BB,0,D,3,2018,June,12,Online TA,0,0,0,150.33,0,0
INN01024,1,0,1,1,BB,0,A,118,2018,June,6,Offline TA/TO,0,0,0,110.0,0,0
INN01033,1,0,0,2,BB,0,A,192,2018,June,24,Offline TA/TO,0,0,0,95.0,0,0
INN01034,2,0,1,0,BB,0,A,77,2018,June,26,Online TA,0,0,0,105.3,1,1
INN01062,1,0,0,4,SC,0,A,1,2018,June,14,Online TA,0,0,0,121.5,1,0
INN01064,2,0,1,1,SC,0,A,59,2018,June,20,Online TA,0,0,0,89.1,1,0
INN01070,2,0,1,2,BB,0,A,121,2018,June,24,Online TA,0,0,0,90.0,0,1
INN01113,2,0,1,3,BB,0,A,38,2018,June,20,Online TA,0,0,0,88.8,0,1
INN01116,1,0,0,2,HB,0,A,256,2018,June,15,Offline TA/TO,0,0,0,90.0,0,0
INN01128,2,0,0,3,BB,0,A,213,2018,June,7,Online TA,0,0,0,130.0,0,1
