Booking_ID,adults,children,stays_in_weekend_nights,stays_in_week_nights,meal,required_car_parking_spaces,reserved_room_type,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,market_segment,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,adr,total_of_special_requests,is_canceled
INN00029,1,0,1,2,BB,0,A,37,2017,November,6,Online TA,0,0,0,37.33,0,1
INN00045,2,0,0,4,BB,0,D,55,2017,November,18,Offline TA/TO,0,0,0,60.0,1,0
INN00047,1,0,0,2,BB,0,A,32,2017,November,20,Offline TA/TO,0,0,0,73.0,0,0
INN00054,2,0,0,4,BB,0,D,51,2017,November,11,Offline TA/TO,0,0,0,60.0,1,0
INN00107,2,0,1,4,BB,1,A,10,2017,November,2,Online TA,0,0,0,82.95,0,0
INN00120,2,0,2,3,BB,0,A,2,2017,November,14,Online TA,0,0,0,103.0,1,0
INN00250,1,0,1,3,BB,0,A,0,2017,November,9,Online TA,0,0,0,91.0,1,0
INN00256,2,0,2,4,SC,0,A,60,2017,November,15,Online TA,0,0,0,76.0,1,0
INN00365,2,0,0,1,BB,0,D,66,2017,November,19,Online TA,0,0,0,81.9,2,0
INN00483,1,0,0,2,BB,0,A,32,2017,November,20,Offline TA/TO,0,0,0,73.0,0,0
INN00510,2,0,1,2,BB,0,D,49,2017,November,9,Offline TA/TO,0,0,0,60.0,0,0
INN00586,1,0,1,2,BB,0,A,4,2017,November,2,Online TA,0,0,0,117.0,0,0
INN00660,2,0,1,2,BB,0,A,89,2017,November,23,Online TA,0,0,0,72.25,2,0
INN00802,2,0,0,2,BB,1,A,6,2017,November,6,Online TA,0,0,0,116.0,0,0
INN00820,1,0,0,2,BB,0,A,1,2017,November,10,Corporate,1,0,1,40.0,1,0
INN00843,2,0,0,5,BB,0,A,17,2017,November,3,Online TA,0,0,0,90.95,1,0
INN00880,2,0,2,2,BB,0,D,56,2017,November,6,Offline TA/TO,0,0,0,60.0,0,0
INN01127,1,0,0,2,BB,0,A,32,2017,November,20,Offline TA/TO,0,0,0,73.0,0,0
INN01141,1,0,0,2,BB,0,A,32,2017,November,20,Offline TA/TO,0,0,0,73.0,0,0
INN01170,1,0,2,5,BB,0,A,20,2017,November,11,Online TA,0,0,0,68.85,1,0
INN01219,1,0,0,2,BB,0,A,9,2017,November,11,Corporate,0,0,0,79.0,1,0
INN01252,1,0,0,2,BB,0,A,32,2017,November,20,Offline TA/TO,0,0,0,73.0,0,0
INN01342,2,0,0,2,BB,0,E,47,2017,November,5,Online TA,0,0,0,105.5,1,0
INN01360,2,0,2,2,BB,0,A,41,2017,November,8,Online TA,0,0,0,81.77,1,0
INN01392,2,0,2,2,BB,0,A,13,2017,November,8,Online TA,0,0,0,90.95,1,0
INN01416,2,0,2,1,BB,0,D,68,2017,November,28,Offline TA/TO,0,0,0,60.0,0,0
INN01521,2,0,2,2,BB,0,A,10,2017,November,14,Offline TA/TO,0,0,0,43.5,0,0
INN01665,2,0,0,3,BB,0,A,1,2017,November,3,Offline TA/TO,0,0,0,80.0,0,0
INN01709,2,0,1,0,BB,0,D,3,2017,November,30,Complementary,0,0,0,0.0,2,0
INN01734,2,0,2,2,BB,0,A,11,2017,November,6,Online TA,0,0,0,90.95,1,0
INN01766,2,0,2,2,BB,0,A,8,2017,November,6,Online TA,0,0,0,104.5,1,0
INN01838,2,1,1,0,BB,0,A,0,2017,November,1,Online TA,0,0,0,90.4,0,0
INN01869,2,0,0,3,BB,0,A,5,2017,November,4,Offline TA/TO,0,0,0,70.0,0,0
INN01896,2,0,1,2,BB,0,A,58,2017,November,13,Online TA,0,0,0,79.2,1,0
INN01948,2,0,1,3,BB,0,D,35,2017,November,2,Offline TA/TO,0,0,0,60.0,0,0
INN02017,2,0,0,2,BB,0,A,15,2017,November,10,Online TA,0,0,0,107.0,3,0
INN02173,2,0,0,3,BB,0,D,59,2017,November,19,Offline TA/TO,0,0,0,60.0,0,0
INN02263,2,0,1,2,BB,0,A,1,2017,November,27,Offline TA/TO,0,0,0,80.0,0,0
INN02321,1,0,1,0,BB,0,A,7,2017,November,16,Online TA,0,0,0,91.0,2,0
INN02377,2,0,0,2,SC,0,A,1,2017,November,5,Online TA,0,0,0,95.0,1,0
INN02401,1,0,0,2,BB,0,A,32,2017,November,20,Offline TA/TO,0,0,0,73.0,0,0
INN02458,1,0,0,1,BB,0,A,12,2017,November,25,Corporate,1,0,1,65.0,0,0
INN02544,2,0,1,3,BB,0,A,63,2017,November,12,Online TA,0,0,0,85.0,1,0
INN02647,1,0,1,0,BB,0,A,5,2017,November,8,Corporate,1,0,1,65.0,0,0
INN02656,2,0,0,4,BB,0,D,51,2017,November,11,Offline TA/TO,0,0,0,69.0,1,0
INN02677,1,0,0,2,BB,0,A,32,2017,November,20,Offline TA/TO,0,0,0,73.0,0,0
INN02687,2,0,0,3,BB,0,A,22,2017,November,17,Online TA,0,0,0,90.95,1,0
INN02720,2,0,1,2,BB,0,A,73,2017,November,27,Online TA,0,0,0,79.2,2,0
INN02730,2,0,2,2,BB,0,D,51,2017,November,8,Offline TA/TO,0,0,0,60.0,0,0
INN02745,2,0,1,2,BB,0,A,87,2017,November,20,Offline TA/TO,0,0,0,49.07,0,0
INN02759,2,0,0,3,BB,0,D,8,2017,November,11,Online TA,0,0,0,107.0,1,0
