Booking_ID,adults,children,stays_in_weekend_nights,stays_in_week_nights,meal,required_car_parking_spaces,reserved_room_type,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,market_segment,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,adr,total_of_special_requests,is_canceled
INN00008,2,0,1,3,BB,0,D,83,2018,December,26,Online TA,0,0,0,105.61,1,0
INN00033,0,2,0,3,BB,0,E,56,2018,December,7,Online TA,0,0,0,82.44,1,0
INN00050,1,0,1,3,BB,0,D,7,2018,December,29,Online TA,0,0,0,125.8,2,0
INN00058,2,0,1,2,BB,0,A,117,2018,December,26,Online TA,0,0,0,93.6,2,0
INN00065,2,0,2,1,BB,0,A,86,2018,December,18,Offline TA/TO,0,0,0,75.0,0,0
INN00077,3,0,1,1,BB,0,D,267,2018,December,31,Online TA,0,0,0,121.5,0,0
INN00083,2,0,2,0,SC,0,A,20,2018,December,25,Online TA,0,0,0,88.0,2,0
INN00089,2,0,0,1,SC,0,A,17,2018,December,10,Online TA,1,0,5,95.0,0,0
INN00100,2,2,1,3,BB,0,F,30,2018,December,22,Online TA,0,0,0,156.9,0,0
INN00103,1,0,0,4,BB,0,A,55,2018,December,13,Online TA,0,0,0,74.8,2,0
INN00133,2,0,2,4,SC,0,A,289,2018,December,28,Online TA,0,0,0,70.55,2,1
INN00172,2,0,1,2,SC,0,A,185,2018,December,16,Online TA,0,0,0,79.2,0,1
INN00203,2,0,2,2,SC,0,A,211,2018,December,16,Online TA,0,0,0,63.75,0,1
INN00209,2,0,2,4,BB,0,A,17,2018,December,3,Online TA,0,0,0,98.39,0,0
INN00216,1,0,1,1,SC,0,A,13,2018,December,5,Online TA,0,0,0,88.0,0,0
INN00238,2,0,1,3,BB,0,A,36,2018,December,26,Online TA,0,0,0,102.0,0,1
INN00239,2,0,2,2,SC,0,A,35,2018,December,2,Online TA,0,0,0,74.8,2,0
INN00269,2,0,0,3,BB,0,A,302,2018,December,29,Online TA,0,0,0,90.3,2,1
INN00274,3,0,0,2,BB,0,D,57,2018,December,9,Online TA,0,0,0,126.0,2,0
