Booking_ID,adults,children,stays_in_weekend_nights,stays_in_week_nights,meal,required_car_parking_spaces,reserved_room_type,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,market_segment,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,adr,total_of_special_requests,is_canceled
INN00034,2,0,0,1,SC,0,A,2,2018,January,9,Online TA,0,0,0,69.5,1,0
INN00166,1,0,2,1,HB,0,A,23,2018,January,2,Online TA,0,0,0,1.0,0,0
INN00262,2,0,1,1,SC,0,A,4,2018,January,16,Online TA,0,0,0,67.5,0,0
INN00303,2,0,2,1,BB,0,A,68,2018,January,2,Offline TA/TO,1,1,0,63.0,1,0
INN00404,2,0,1,2,BB,0,E,81,2018,January,29,Online TA,0,0,0,62.37,2,0
INN00415,1,0,0,1,BB,0,A,13,2018,January,20,Offline TA/TO,0,0,0,71.0,0,0
INN00552,2,0,0,1,BB,0,A,18,2018,January,2,Offline TA/TO,0,0,0,54.0,0,0
INN00593,2,0,0,4,BB,0,A,4,2018,January,6,Online TA,0,0,0,89.0,0,0
INN00650,1,0,2,3,BB,0,A,9,2018,January,8,Offline TA/TO,0,0,0,44.8,0,0
INN00663,1,0,0,1,BB,0,A,10,2018,January,28,Corporate,0,0,0,66.0,0,0
INN00683,1,0,0,3,BB,1,A,4,2018,January,28,Online TA,0,0,0,95.0,1,0
INN00764,2,0,2,1,BB,0,A,145,2018,January,3,Offline TA/TO,0,0,0,65.0,0,0
INN00810,1,0,1,1,BB,0,A,0,2018,January,2,Online TA,0,0,0,86.0,0,0
INN00840,2,0,1,0,BB,1,D,1,2018,January,4,Online TA,0,0,0,106.0,1,0
INN00907,2,0,1,2,BB,0,A,4,2018,January,8,Offline TA/TO,0,0,0,70.0,0,0
INN00916,1,0,1,0,BB,0,A,0,2018,January,3,Online TA,0,0,0,81.0,0,0
INN00920,2,0,1,2,BB,0,A,38,2018,January,15,Online TA,0,0,0,55.59,0,0
INN00938,0,2,0,3,BB,0,E,40,2018,January,14,Online TA,0,0,0,6.67,1,0
INN00961,2,0,0,2,BB,0,A,13,2018,January,20,Online TA,0,0,0,96.0,1,0
INN01000,2,0,2,5,BB,0,A,29,2018,January,8,Online TA,0,0,0,79.54,1,0
INN01006,1,0,0,1,BB,0,A,0,2018,January,20,Complementary,1,0,2,0.0,0,0
INN01032,2,0,0,3,BB,0,A,36,2018,January,14,Offline TA/TO,0,0,0,60.0,0,0
INN01054,2,0,0,3,BB,0,A,19,2018,January,27,Online TA,0,0,0,89.0,1,0
INN01097,3,0,1,2,BB,0,A,33,2018,January,25,Corporate,0,0,0,95.0,0,0
INN01132,2,0,2,3,BB,0,A,49,2018,January,24,Online TA,0,0,0,75.95,1,0
INN01158,2,0,0,1,BB,1,D,41,2018,January,16,Online TA,0,0,0,93.45,1,0
INN01228,1,0,0,1,BB,0,A,151,2018,January,19,Offline TA/TO,0,0,0,80.0,0,0
INN01289,2,0,2,1,BB,0,A,1,2018,January,2,Online TA,0,0,0,71.84,0,0
INN01351,2,0,0,2,SC,0,A,64,2018,January,19,Online TA,0,0,0,65.36,2,0
INN01354,2,0,2,1,BB,0,D,29,2018,January,30,Online TA,0,0,0,77.6,0,1
INN01375,2,0,0,3,BB,0,A,50,2018,January,14,Offline TA/TO,0,0,0,52.0,1,0
INN01398,2,0,0,1,SC,0,A,3,2018,January,8,Online TA,0,0,0,67.5,0,0
INN01401,1,0,0,2,BB,0,A,13,2018,January,28,Offline TA/TO,0,0,0,62.0,0,0
INN01408,2,0,2,5,BB,0,D,173,2018,January,27,Offline TA/TO,0,0,0,52.0,0,0
INN01522,2,0,0,3,BB,0,E,2,2018,January,7,Online TA,0,0,0,77.25,0,0
INN01535,2,0,2,1,HB,0,A,150,2018,January,2,Offline TA/TO,0,0,0,101.0,0,0
INN01562,2,0,0,1,BB,0,A,0,2018,January,14,Online TA,1,11,4,81.9,0,0
INN01566,2,0,1,4,BB,0,A,13,2018,January,20,Online TA,0,0,0,80.3,1,0
INN01594,1,0,0,1,BB,0,A,2,2018,January,27,Complementary,1,0,4,0.0,1,0
INN01667,2,0,0,2,BB,0,A,10,2018,January,15,Online TA,0,0,0,87.0,1,0
INN01707,2,0,2,5,BB,0,A,29,2018,January,8,Online TA,0,0,0,79.54,1,0
INN01720,2,0,2,1,HB,0,A,4,2018,January,2,Offline TA/TO,0,0,0,109.0,0,0
INN01872,2,0,1,1,BB,0,A,33,2018,January,25,Corporate,0,0,0,62.0,0,1
INN01886,1,0,2,8,BB,0,A,13,2018,January,20,Online TA,0,0,0,81.7,0,0
