Booking_ID,adults,children,stays_in_weekend_nights,stays_in_week_nights,meal,required_car_parking_spaces,reserved_room_type,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,market_segment,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,adr,total_of_special_requests,is_canceled
INN00009,3,0,0,4,BB,0,A,121,2018,July,6,Offline TA/TO,0,0,0,96.9,1,0
INN00040,2,0,2,1,BB,0,D,186,2018,July,30,Online TA,0,0,0,121.8,1,1
INN00057,2,0,0,1,SC,0,A,139,2018,July,28,Online TA,0,0,0,94.5,1,0
INN00130,2,0,1,4,BB,0,D,85,2018,July,13,Online TA,0,0,0,91.48,1,0
INN00137,2,1,1,0,BB,0,A,162,2018,July,25,Online TA,0,0,0,121.5,2,1
INN00165,2,0,0,2,BB,0,A,143,2018,July,12,Online TA,0,0,0,105.3,2,0
INN00180,2,0,0,2,HB,0,A,292,2018,July,21,Online TA,0,0,0,115.0,0,1
INN00212,2,0,1,1,BB,0,A,32,2018,July,18,Offline TA/TO,0,0,0,105.0,1,0
INN00253,2,0,0,4,SC,0,A,177,2018,July,26,Online TA,0,0,0,80.75,1,1
INN00260,3,0,2,3,HB,0,D,111,2018,July,23,Online TA,0,0,0,189.0,1,0
INN00276,3,0,2,4,BB,0,D,109,2018,July,6,Online TA,0,0,0,118.46,4,0
INN00311,2,0,1,0,BB,0,A,19,2018,July,25,Online TA,0,0,0,151.0,1,1
INN00314,2,0,2,5,BB,0,A,151,2018,July,9,Online TA,0,0,0,103.09,0,1
INN00319,2,0,2,3,BB,0,D,189,2018,July,17,Online TA,0,0,0,99.45,1,0
INN00324,2,1,1,2,BB,0,A,52,2018,July,8,Online TA,0,0,0,132.9,0,1
INN00338,2,0,1,1,SC,0,A,175,2018,July,23,Online TA,0,0,0,85.5,1,0
INN00345,3,0,1,1,BB,0,D,69,2018,July,25,Online TA,0,0,0,137.7,0,0
INN00352,1,0,0,1,BB,1,D,4,2018,July,1,Corporate,1,0,3,103.0,1,0
INN00353,1,0,2,6,BB,0,A,11,2018,July,5,Online TA,0,0,0,145.0,0,1
INN00354,1,0,1,1,BB,0,A,12,2018,July,11,Online TA,0,0,0,145.0,1,0
INN00372,2,0,2,2,BB,0,D,102,2018,July,10,Offline TA/TO,0,0,0,82.45,0,0
INN00396,2,1,2,3,BB,0,A,25,2018,July,23,Online TA,0,0,0,152.1,1,1
INN00425,3,0,1,1,BB,0,D,25,2018,July,2,Online TA,0,0,0,187.0,0,1
INN00462,2,0,2,2,BB,0,D,147,2018,July,1,Online TA,0,0,0,103.7,2,0
INN00467,2,0,1,3,HB,1,A,54,2018,July,4,Online TA,0,0,0,161.1,0,0
INN00482,3,0,2,2,BB,0,D,94,2018,July,8,Online TA,0,0,0,146.7,1,0
INN00528,3,0,0,1,HB,0,D,133,2018,July,23,Online TA,0,0,0,189.0,0,1
INN00576,2,0,2,1,BB,0,D,20,2018,July,30,Online TA,0,0,0,117.55,1,0
INN00608,2,0,0,3,BB,0,A,73,2018,July,14,Offline TA/TO,0,0,0,85.0,0,0
INN00611,2,0,2,5,BB,0,A,164,2018,July,27,Online TA,0,0,0,99.45,0,1
INN00618,2,0,2,1,SC,0,A,53,2018,July,10,Online TA,0,0,0,100.5,1,0
INN00644,2,0,2,4,BB,0,A,149,2018,July,10,Online TA,0,0,0,72.25,0,1
INN00672,2,0,1,1,SC,0,A,49,2018,July,9,Online TA,0,0,0,105.3,0,1
INN00682,2,2,2,3,BB,0,F,136,2018,July,9,Online TA,0,0,0,172.55,0,1
INN00693,1,0,2,4,BB,0,A,245,2018,July,6,Online TA,0,0,0,110.0,0,1
INN00697,2,0,2,4,SC,0,A,207,2018,July,28,Online TA,0,0,0,80.75,1,0
INN00708,2,0,0,3,SC,0,A,146,2018,July,13,Online TA,0,0,0,94.5,1,0
INN00718,2,0,2,5,BB,0,A,54,2018,July,2,Online TA,0,0,0,119.7,0,1
INN00765,2,0,0,2,HB,0,A,292,2018,July,21,Online TA,0,0,0,115.0,0,1
INN00772,2,0,0,4,SC,0,A,153,2018,July,27,Online TA,0,0,0,91.38,1,0
INN00775,2,0,0,1,SC,0,A,29,2018,July,28,Online TA,0,0,0,139.0,1,0
INN00778,2,0,0,1,BB,0,D,76,2018,July,2,Online TA,0,0,0,131.4,0,1
INN00795,2,0,1,1,HB,0,A,301,2018,July,30,Online TA,0,0,0,115.0,1,1
INN00809,1,0,0,1,BB,0,A,34,2018,July,19,Corporate,0,0,0,65.0,0,0
INN00811,2,0,1,3,SC,0,A,5,2018,July,14,Online TA,0,0,0,139.0,1,0
INN00827,3,0,1,1,BB,0,D,47,2018,July,2,Online TA,0,0,0,150.3,2,0
INN00859,2,0,1,0,BB,0,A,184,2018,July,10,Online TA,0,0,0,105.3,1,1
INN00887,2,0,1,1,BB,0,A,32,2018,July,18,Offline TA/TO,0,0,0,105.0,1,0
INN00890,2,0,0,5,BB,0,A,186,2018,July,12,Online TA,0,0,0,90.95,2,1
INN00894,1,0,2,4,BB,0,A,245,2018,July,6,Online TA,0,0,0,110.0,0,1
INN00909,2,0,0,1,SC,0,A,56,2018,July,27,Online TA,0,0,0,125.1,1,0
INN00923,1,0,1,1,BB,0,A,13,2018,July,11,Corporate,0,0,0,79.0,0,0
INN00966,1,0,2,4,BB,0,A,245,2018,July,6,Online TA,0,0,0,110.0,0,1
INN00977,3,0,0,4,BB,1,D,62,2018,July,26,Online TA,0,0,0,146.7,2,0
INN00983,2,0,1,2,BB,1,A,43,2018,July,1,Online TA,0,0,0,126.9,1,0
INN00993,1,0,2,3,SC,0,A,81,2018,July,3,Online TA,0,0,0,103.5,0,0
INN01038,2,0,0,3,BB,0,A,1,2018,July,12,Online TA,0,0,0,116.27,1,0
INN01074,3,0,2,2,BB,0,D,16,2018,July,16,Online TA,0,0,0,180.5,0,1
INN01084,2,0,0,2,HB,0,A,292,2018,July,21,Online TA,0,0,0,115.0,0,1
INN01088,1,0,0,1,BB,0,A,1,2018,July,5,Online TA,0,0,0,104.72,1,0
INN01090,2,0,0,5,BB,0,A,186,2018,July,19,Online TA,0,0,0,90.95,1,1
INN01099,1,0,2,4,BB,0,A,245,2018,July,6,Online TA,0,0,0,110.0,0,1
INN01101,3,0,1,2,BB,0,D,89,2018,July,25,Online TA,0,0,0,137.7,2,0
INN01109,3,0,1,2,BB,0,A,161,2018,July,15,Offline TA/TO,0,0,0,96.9,1,0
INN01122,2,0,0,4,BB,0,A,88,2018,July,26,Offline TA/TO,0,0,0,72.25,0,0
INN01131,2,0,2,5,BB,0,A,155,2018,July,17,Online TA,0,0,0,101.88,1,1
INN01159,2,0,0,0,BB,0,A,145,2018,July,5,Online TA,0,0,0,0.0,1,0
INN01163,3,0,2,7,BB,0,D,178,2018,July,27,Online TA,0,0,0,127.22,1,1
INN01167,2,0,0,2,SC,0,A,163,2018,July,22,Online TA,0,0,0,94.5,0,1
INN01168,2,2,0,2,BB,0,F,22,2018,July,21,Online TA,0,0,0,240.0,1,0
INN01182,2,1,1,2,BB,0,A,6,2018,July,11,Online TA,0,0,0,169.0,2,0
INN01197,2,0,1,0,BB,0,A,85,2018,July,18,Online TA,0,0,0,105.3,0,0
INN01206,1,0,0,1,BB,0,B,0,2018,July,14,Corporate,0,0,0,140.0,0,0
INN01251,1,0,2,3,BB,0,A,81,2018,July,3,Online TA,0,0,0,108.9,1,0
INN01258,2,0,2,4,SC,0,A,109,2018,July,13,Online TA,0,0,0,68.72,0,0
INN01273,3,0,0,3,BB,0,D,12,2018,July,7,Online TA,0,0,0,182.33,2,0
INN01274,2,0,2,2,SC,0,A,208,2018,July,30,Online TA,0,0,0,80.75,0,1
INN01285,2,0,1,1,HB,0,A,301,2018,July,30,Online TA,0,0,0,115.0,1,1
INN01302,2,0,1,3,BB,0,A,103,2018,July,11,Online TA,0,0,0,107.55,0,0
INN01333,2,0,0,4,BB,0,A,30,2018,July,26,Online TA,0,0,0,135.9,1,1
INN01346,1,0,0,2,BB,0,A,14,2018,July,21,Corporate,0,0,0,105.0,0,1
INN01347,2,0,0,2,BB,0,A,14,2018,July,21,Corporate,0,0,0,105.0,0,0
INN01353,1,0,0,1,BB,0,A,1,2018,July,26,Corporate,0,0,0,84.0,0,0
INN01358,2,0,0,2,HB,0,A,292,2018,July,21,Online TA,0,0,0,115.0,0,1
INN01381,2,2,0,3,BB,0,B,94,2018,July,13,Online TA,0,0,0,138.25,0,0
INN01395,2,0,0,1,SC,0,A,3,2018,July,14,Offline TA/TO,0,0,0,75.0,1,0
INN01403,2,0,2,1,BB,0,D,91,2018,July,16,Online TA,0,0,0,118.8,2,0
INN01409,3,0,0,2,BB,0,D,167,2018,July,29,Online TA,0,0,0,137.7,0,1
INN01419,3,0,0,1,BB,0,D,116,2018,July,28,Online TA,0,0,0,137.7,1,0
INN01424,2,0,2,1,BB,0,A,54,2018,July,3,Offline TA/TO,0,0,0,85.5,0,0
INN01427,2,0,2,2,BB,0,A,153,2018,July,23,Online TA,0,0,0,108.45,1,1
INN01447,1,0,0,2,HB,0,A,292,2018,July,21,Offline TA/TO,0,0,0,90.0,0,0
INN01509,3,0,2,5,BB,0,F,87,2018,July,9,Online TA,0,0,0,181.16,2,0
INN01510,2,0,2,1,BB,0,A,39,2018,July,3,Online TA,0,0,0,117.9,0,1
INN01541,2,0,1,3,SC,0,A,161,2018,July,7,Online TA,0,0,0,97.75,1,1
INN01553,2,0,2,2,BB,0,A,179,2018,July,17,Online TA,0,0,0,90.95,1,0
INN01565,3,1,0,3,BB,0,G,58,2018,July,27,Online TA,0,0,0,191.9,2,0
INN01601,2,0,1,1,SC,0,A,120,2018,July,18,Online TA,0,0,0,94.5,0,0
INN01602,2,1,1,1,BB,0,A,80,2018,July,25,Offline TA/TO,0,0,0,93.25,1,0
INN01635,2,0,1,2,BB,0,A,110,2018,July,11,Online TA,0,0,0,108.3,0,0
INN01660,3,0,0,1,BB,0,D,154,2018,July,9,Online TA,0,0,0,146.7,0,1
INN01670,2,1,2,1,BB,0,A,82,2018,July,24,Online TA,0,0,0,124.6,0,1
INN01688,1,1,1,1,BB,0,A,60,2018,July,4,Online TA,0,0,0,115.2,0,0
INN01689,1,0,0,2,SC,0,A,83,2018,July,15,Online TA,0,0,0,77.0,1,0
INN01693,2,1,1,1,BB,0,A,161,2018,July,25,Online TA,0,0,0,121.5,0,1
INN01716,2,0,0,1,BB,0,A,145,2018,July,1,Offline TA/TO,0,0,0,72.76,0,0
INN01768,2,0,0,4,BB,0,A,133,2018,July,13,Offline TA/TO,0,0,0,72.25,1,0
INN01786,3,0,2,3,BB,0,D,97,2018,July,21,Online TA,0,0,0,141.3,2,0
INN01799,2,0,1,3,SC,0,A,64,2018,July,25,Online TA,0,0,0,94.5,1,0
INN01808,3,0,0,2,BB,0,D,24,2018,July,26,Online TA,0,0,0,187.0,0,0
INN01827,3,0,0,3,BB,0,D,158,2018,July,7,Online TA,0,0,0,146.7,2,1
INN01845,2,0,1,2,BB,0,D,128,2018,July,11,Online TA,0,0,0,97.42,1,0
INN01851,2,0,2,4,BB,0,A,169,2018,July,13,Offline TA/TO,0,0,0,72.25,0,0
INN01878,2,0,1,3,BB,0,A,193,2018,July,25,Online TA,0,0,0,90.95,1,0
INN01887,2,0,0,1,BB,0,A,60,2018,July,12,Online TA,0,0,0,105.3,0,1
INN01888,3,0,0,2,BB,0,D,101,2018,July,22,Online TA,0,0,0,142.2,0,1
INN01892,3,0,2,8,BB,0,D,150,2018,July,14,Online TA,0,0,0,131.75,2,1
INN01901,2,1,0,2,BB,0,D,7,2018,July,12,Offline TA/TO,0,0,0,147.3,1,0
INN01904,2,0,0,1,SC,0,A,9,2018,July,20,Online TA,0,0,0,108.0,1,0
INN01906,2,0,0,4,BB,0,A,176,2018,July,12,Online TA,0,0,0,90.95,0,1
INN01913,1,0,2,2,BB,0,A,147,2018,July,15,Online TA,0,0,0,89.25,0,0
INN01924,2,0,2,2,BB,0,A,193,2018,July,31,Offline TA/TO,0,0,0,72.25,1,0
INN01930,2,1,0,3,BB,0,A,158,2018,July,7,Online TA,0,0,0,131.8,1,1
INN01954,1,0,0,1,BB,0,A,21,2018,July,5,Corporate,0,0,0,84.0,0,0
INN01991,3,0,1,3,BB,0,D,147,2018,July,7,Online TA,0,0,0,138.55,1,1
INN02003,2,0,0,4,BB,0,A,134,2018,July,12,Online TA,0,0,0,89.85,2,0
INN02012,2,0,2,1,BB,0,A,143,2018,July,2,Offline TA/TO,0,0,0,112.0,1,0
INN02016,2,0,2,2,BB,0,A,122,2018,July,9,Online TA,0,0,0,105.83,2,0
INN02034,2,0,1,1,HB,0,A,301,2018,July,30,Online TA,0,0,0,115.0,1,1
INN02035,2,0,0,2,HB,0,A,292,2018,July,21,Online TA,0,0,0,115.0,0,1
INN02037,2,0,1,0,SC,1,A,100,2018,July,4,Online TA,0,0,0,112.5,1,0
INN02047,2,0,0,2,BB,0,D,177,2018,July,27,Online TA,0,0,0,82.96,0,1
INN02061,2,0,0,1,SC,0,A,0,2018,July,23,Online TA,0,0,0,103.32,1,0
INN02097,2,0,1,0,SC,0,A,57,2018,July,18,Online TA,0,0,0,84.6,0,0
INN02111,2,0,1,0,BB,0,E,198,2018,July,17,Online TA,0,0,0,86.75,0,1
INN02115,2,0,0,1,HB,0,A,40,2018,July,26,Offline TA/TO,0,0,0,125.0,1,0
INN02116,2,0,0,3,HB,0,A,90,2018,July,13,Offline TA/TO,0,0,0,102.25,1,0
INN02133,1,0,0,1,BB,0,A,8,2018,July,28,Corporate,1,1,17,65.0,1,0
INN02148,2,0,1,1,HB,0,A,301,2018,July,30,Online TA,0,0,0,115.0,1,1
INN02152,2,0,2,7,BB,0,A,193,2018,July,13,Online TA,0,0,0,90.95,0,1
INN02168,1,0,0,1,BB,0,A,55,2018,July,7,Corporate,0,0,0,79.0,0,0
INN02180,2,0,0,3,BB,0,D,106,2018,July,27,Offline TA/TO,0,0,0,82.45,1,0
INN02192,3,0,0,1,BB,0,D,63,2018,July,28,Online TA,0,0,0,137.7,2,0
INN02216,2,0,0,1,HB,0,A,40,2018,July,26,Offline TA/TO,0,0,0,125.0,1,0
INN02217,3,0,1,1,BB,0,A,145,2018,July,23,Online TA,0,0,0,142.2,1,0
INN02248,2,0,2,5,BB,0,D,296,2018,July,24,Online TA,0,0,0,104.4,1,1
INN02267,2,0,0,1,BB,0,D,75,2018,July,30,Online TA,0,0,0,127.8,1,0
INN02301,2,0,2,2,SC,0,A,161,2018,July,31,Online TA,0,0,0,91.38,0,1
INN02357,2,0,0,2,BB,0,D,121,2018,July,27,Online TA,0,0,0,91.48,0,1
INN02378,2,1,0,3,BB,0,A,90,2018,July,19,Online TA,0,0,0,124.5,2,0
INN02386,2,0,1,2,BB,0,A,26,2018,July,15,Online TA,0,0,0,151.0,1,0
INN02410,2,2,2,2,BB,0,G,0,2018,July,8,Online TA,0,0,0,265.0,0,1
INN02453,2,0,0,4,SC,0,A,85,2018,July,13,Online TA,0,0,0,94.5,0,1
INN02467,3,0,0,1,BB,1,D,126,2018,July,23,Online TA,0,0,0,146.7,2,0
INN02478,2,0,1,1,SC,0,A,27,2018,July,11,Online TA,0,0,0,139.0,1,0
INN02482,2,0,2,5,HB,0,A,126,2018,July,18,Online TA,0,0,0,134.18,1,0
INN02488,2,0,1,2,BB,0,A,7,2018,July,11,Online TA,0,0,0,151.0,0,0
INN02496,2,1,1,2,BB,0,A,101,2018,July,11,Offline TA/TO,0,0,0,84.58,0,0
INN02506,3,0,0,4,HB,0,D,96,2018,July,12,Online TA,0,0,0,189.0,2,0
INN02532,2,0,2,3,BB,0,D,189,2018,July,17,Online TA,0,0,0,99.45,1,0
