Booking_ID,adults,children,stays_in_weekend_nights,stays_in_week_nights,meal,required_car_parking_spaces,reserved_room_type,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,market_segment,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,adr,total_of_special_requests,is_canceled
INN00023,2,0,2,4,BB,0,A,2,2018,March,20,Offline TA/TO,0,0,0,85.0,0,0
INN00076,2,0,1,4,BB,0,D,18,2018,March,9,Online TA,0,0,0,116.8,1,0
INN00080,2,0,0,5,BB,0,A,46,2018,March,29,Offline TA/TO,0,0,0,75.0,1,0
INN00084,2,0,1,4,BB,0,D,40,2018,March,14,Online TA,0,0,0,98.82,0,0
INN00085,2,0,1,2,BB,1,D,46,2018,March,4,Online TA,0,0,0,98.3,1,0
INN00092,2,0,1,2,BB,1,A,68,2018,March,18,Online TA,0,0,0,105.3,0,0
INN00123,2,0,1,3,BB,0,A,68,2018,March,10,Online TA,0,0,0,73.95,0,1
INN00126,2,0,0,2,BB,0,A,30,2018,March,30,Offline TA/TO,0,0,0,85.5,0,0
INN00135,1,0,0,4,SC,0,A,80,2018,March,29,Online TA,0,0,0,72.25,0,0
INN00145,2,0,1,0,BB,0,A,39,2018,March,28,Online TA,0,0,0,117.9,1,0
INN00176,2,0,0,1,SC,0,A,2,2018,March,22,Online TA,0,0,0,89.0,0,0
INN00182,2,0,1,3,BB,0,A,86,2018,March,31,Online TA,0,0,0,82.45,1,0
INN00194,2,0,1,2,HB,0,A,161,2018,March,25,Online TA,0,0,0,130.0,0,1
INN00198,2,0,2,1,BB,0,A,109,2018,March,20,Offline TA/TO,0,0,0,58.0,0,0
INN00199,2,0,0,4,BB,0,A,127,2018,March,23,Offline TA/TO,0,0,0,61.5,2,0
INN00218,2,1,2,5,BB,0,D,78,2018,March,20,Online TA,0,0,0,86.32,1,0
INN00222,2,0,0,1,BB,0,A,118,2018,March,1,Offline TA/TO,0,0,0,86.0,0,0
INN00229,2,1,0,2,BB,0,A,15,2018,March,18,Online TA,0,0,0,127.0,1,0
INN00247,2,0,0,3,BB,1,A,78,2018,March,24,Online TA,0,0,0,105.3,1,0
INN00271,1,0,0,1,BB,0,A,16,2018,March,11,Corporate,0,0,0,75.0,0,0
INN00273,2,0,1,2,HB,0,A,161,2018,March,25,Online TA,0,0,0,130.0,0,1
INN00278,1,0,2,1,BB,0,A,33,2018,March,5,Online TA,0,0,0,82.9,2,0
INN00284,2,0,0,4,SC,0,A,62,2018,March,9,Online TA,0,0,0,63.75,0,1
INN00291,2,0,1,3,BB,0,A,80,2018,March,17,Online TA,0,0,0,80.33,1,0
INN00307,2,0,0,2,BB,0,A,61,2018,March,23,Online TA,0,0,0,117.0,0,1
INN00351,2,0,0,4,BB,0,A,85,2018,March,29,Online TA,0,0,0,82.45,0,0
INN00378,1,0,0,1,BB,0,A,0,2018,March,23,Corporate,1,0,12,65.0,0,0
INN00379,2,0,1,3,SC,0,A,35,2018,March,3,Online TA,0,0,0,71.1,0,1
INN00387,3,0,2,1,BB,0,D,9,2018,March,20,Online TA,0,0,0,186.0,1,0
INN00392,2,1,1,4,BB,0,A,86,2018,March,23,Offline TA/TO,0,0,0,73.83,0,0
INN00394,2,0,0,2,BB,0,A,58,2018,March,4,Online TA,0,0,0,80.3,1,0
INN00400,2,0,0,1,SC,0,A,29,2018,March,18,Online TA,0,0,0,79.0,0,0
INN00429,2,0,1,3,HB,1,D,12,2018,March,24,Online TA,0,0,0,208.0,1,0
INN00437,2,0,0,4,BB,0,A,54,2018,March,16,Offline TA/TO,0,0,0,67.32,0,0
INN00443,2,0,1,3,BB,0,A,37,2018,March,10,Online TA,0,0,0,81.9,2,0
INN00488,2,2,0,1,BB,0,E,16,2018,March,8,Online TA,0,0,0,83.03,0,1
INN00508,2,0,2,3,BB,0,A,69,2018,March,20,Online TA,0,0,0,90.95,1,0
INN00521,1,0,2,1,BB,0,D,7,2018,March,5,Online TA,0,0,0,85.85,1,0
INN00522,2,0,1,3,BB,0,D,84,2018,March,24,Online TA,0,0,0,99.45,0,0
INN00536,2,0,1,3,BB,0,D,82,2018,March,24,Online TA,0,0,0,99.45,0,0
INN00539,1,0,0,1,BB,0,A,35,2018,March,10,Online TA,0,0,0,71.1,0,1
INN00540,1,0,6,15,BB,0,D,12,2018,March,30,Online TA,0,0,0,128.06,0,1
INN00553,2,0,1,2,BB,0,A,78,2018,March,25,Online TA,0,0,0,100.0,0,1
INN00557,2,0,1,1,BB,0,A,10,2018,March,19,Online TA,0,0,0,103.0,0,0
INN00574,1,0,0,1,BB,0,A,51,2018,March,16,Corporate,0,0,0,85.5,0,0
INN00595,1,0,2,1,BB,0,A,41,2018,March,13,Corporate,0,0,0,70.33,0,0
INN00647,2,0,1,4,BB,0,D,191,2018,March,30,Offline TA/TO,0,0,0,69.0,0,0
INN00652,2,0,1,2,BB,0,A,78,2018,March,25,Online TA,0,0,0,100.0,0,1
INN00661,1,0,1,0,BB,0,A,0,2018,March,7,Corporate,0,0,0,80.0,0,0
INN00686,2,0,1,3,BB,0,D,61,2018,March,21,Online TA,0,0,0,102.0,0,0
INN00690,1,0,0,2,BB,0,A,35,2018,March,16,Online TA,0,0,0,76.5,1,0
INN00699,2,0,0,3,SC,0,A,39,2018,March,15,Online TA,0,0,0,51.19,0,0
INN00730,2,0,0,3,BB,0,D,13,2018,March,2,Online TA,0,0,0,86.8,1,0
INN00740,2,0,1,2,BB,0,A,128,2018,March,18,Online TA,0,0,0,67.22,0,0
INN00741,1,0,0,3,BB,0,E,11,2018,March,16,Offline TA/TO,0,0,0,62.0,0,0
