Booking_ID,adults,children,stays_in_weekend_nights,stays_in_week_nights,meal,required_car_parking_spaces,reserved_room_type,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,market_segment,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,adr,total_of_special_requests,is_canceled
INN00002,2,0,2,3,SC,0,A,5,2018,November,6,Online TA,0,0,0,106.68,1,0
INN00013,2,0,2,1,SC,0,A,30,2018,November,26,Online TA,0,0,0,88.0,0,1
INN00014,1,0,2,0,BB,0,A,95,2018,November,20,Online TA,0,0,0,90.0,2,1
INN00022,1,0,0,1,BB,0,A,122,2018,November,25,Corporate,0,0,0,67.0,0,0
INN00032,2,0,2,2,BB,0,A,107,2018,November,13,Online TA,0,0,0,87.5,1,0
INN00039,2,0,2,3,SC,0,A,247,2018,November,19,Online TA,0,0,0,63.75,0,1
INN00041,2,0,0,4,BB,0,A,64,2018,November,1,Online TA,0,0,0,93.6,2,0
INN00049,2,0,0,4,SC,0,A,57,2018,November,1,Online TA,0,0,0,79.2,1,0
INN00072,2,0,1,0,SC,0,A,34,2018,November,14,Online TA,0,0,0,88.0,2,0
INN00099,2,0,0,3,BB,0,A,30,2018,November,17,Online TA,0,0,0,76.08,1,0
INN00118,2,1,2,5,BB,0,A,105,2018,November,12,Online TA,0,0,0,102.83,3,0
INN00127,1,0,0,1,BB,0,A,14,2018,November,3,Online TA,0,0,0,112.0,1,1
INN00143,2,0,0,2,BB,0,A,11,2018,November,18,Online TA,0,0,0,111.0,1,1
INN00156,1,0,0,3,BB,0,A,4,2018,November,1,Corporate,1,1,5,65.0,1,0
INN00161,2,0,2,2,BB,0,A,62,2018,November,12,Online TA,0,0,0,105.0,2,0
INN00168,1,0,0,2,BB,0,A,13,2018,November,16,Online TA,0,0,0,73.15,1,0
INN00175,2,1,0,1,BB,0,A,11,2018,November,5,Online TA,0,0,0,150.0,1,1
INN00190,1,0,2,2,BB,0,D,81,2018,November,6,Online TA,0,0,0,146.6,1,0
INN00205,2,0,2,1,BB,0,A,58,2018,November,19,Offline TA/TO,0,0,0,75.0,1,0
INN00264,1,0,2,2,BB,0,A,209,2018,November,6,Online TA,0,0,0,152.1,1,1
INN00296,1,0,0,3,BB,0,A,166,2018,November,1,Online TA,0,0,0,110.0,0,1
INN00300,2,0,2,6,BB,0,A,2,2018,November,16,Online TA,0,0,0,92.54,2,0
INN00326,2,0,0,2,SC,0,A,46,2018,November,11,Online TA,0,0,0,79.2,1,1
INN00344,2,0,0,3,BB,0,A,45,2018,November,10,Offline TA/TO,0,0,0,75.0,0,0
INN00364,2,0,0,2,BB,0,D,1,2018,November,16,Online TA,0,0,0,130.0,1,0
INN00412,2,0,0,2,BB,0,A,48,2018,November,4,Online TA,0,0,0,97.2,2,0
INN00421,2,0,1,3,SC,0,A,122,2018,November,14,Online TA,0,0,0,75.9,2,1
INN00453,2,0,2,1,BB,0,A,52,2018,November,19,Online TA,0,0,0,93.6,2,0
INN00491,2,0,1,2,BB,0,A,305,2018,November,4,Online TA,0,0,0,89.0,0,1
INN00495,1,0,0,2,SC,0,A,44,2018,November,23,Online TA,0,0,0,83.6,2,0
INN00509,2,0,1,2,BB,0,A,80,2018,November,18,Online TA,0,0,0,93.6,2,0
INN00541,1,0,0,1,BB,0,A,0,2018,November,19,Complementary,0,0,0,0.0,0,0
INN00551,1,0,0,1,BB,0,A,1,2018,November,29,Offline TA/TO,0,0,0,75.0,0,0
INN00555,1,2,4,9,BB,0,F,30,2018,November,2,Online TA,0,0,0,186.22,0,1
INN00556,2,0,2,0,SC,0,A,117,2018,November,13,Online TA,0,0,0,79.2,0,0
INN00562,2,0,0,1,BB,0,A,33,2018,November,26,Online TA,0,0,0,104.0,1,1
INN00572,2,0,0,3,BB,0,A,304,2018,November,3,Online TA,0,0,0,89.0,0,1
INN00685,2,0,0,1,SC,1,A,1,2018,November,18,Online TA,0,0,0,108.0,1,0
INN00688,2,0,2,5,SC,0,A,6,2018,November,17,Online TA,0,0,0,78.69,0,1
INN00689,2,0,0,3,SC,0,A,58,2018,November,3,Online TA,0,0,0,79.2,0,1
INN00700,2,1,0,1,BB,0,A,11,2018,November,5,Online TA,0,0,0,150.0,1,1
INN00713,2,0,0,1,BB,0,A,16,2018,November,16,Online TA,0,0,0,93.0,0,0
INN00731,2,0,0,4,HB,0,A,152,2018,November,1,Offline TA/TO,0,0,0,98.0,0,0
INN00744,2,0,0,3,BB,0,A,304,2018,November,3,Online TA,0,0,0,89.0,0,1
INN00760,1,0,0,3,BB,0,A,166,2018,November,1,Online TA,0,0,0,110.0,0,1
INN00816,2,0,2,1,BB,0,A,130,2018,November,26,Offline TA/TO,0,0,0,68.0,0,0
INN00831,1,0,0,3,BB,0,A,166,2018,November,1,Online TA,0,0,0,110.0,0,1
INN00838,2,0,0,4,SC,0,A,17,2018,November,16,Online TA,0,0,0,74.8,2,0
INN00856,2,0,0,2,BB,0,D,69,2018,November,4,Online TA,0,0,0,102.6,0,0
INN00908,2,0,1,1,BB,0,A,80,2018,November,12,Online TA,0,0,0,93.6,0,1
INN00914,1,0,0,1,BB,0,A,19,2018,November,2,Offline TA/TO,0,0,0,75.0,0,0
INN00932,1,0,0,3,BB,0,A,6,2018,November,1,Offline TA/TO,0,0,0,75.0,0,0
INN00952,2,0,0,2,BB,0,A,56,2018,November,16,Offline TA/TO,0,0,0,75.0,0,0
INN00957,1,0,2,3,BB,0,A,27,2018,November,6,Online TA,0,0,0,143.3,1,0
INN00975,2,0,0,2,BB,0,A,141,2018,November,25,Online TA,0,0,0,90.0,0,0
INN00990,2,0,1,2,SC,0,A,99,2018,November,7,Online TA,0,0,0,161.1,2,0
INN01026,2,0,0,3,BB,0,A,304,2018,November,3,Online TA,0,0,0,89.0,0,1
INN01040,2,0,2,2,SC,0,A,56,2018,November,11,Online TA,0,0,0,74.8,3,0
INN01048,2,0,1,2,BB,0,A,305,2018,November,4,Online TA,0,0,0,89.0,0,1
INN01085,2,0,1,2,BB,0,A,54,2018,November,11,Online TA,0,0,0,96.0,1,1
INN01139,2,0,2,2,BB,0,A,59,2018,November,18,Offline TA/TO,0,0,0,75.0,0,0
INN01145,2,0,0,3,BB,0,A,116,2018,November,17,Online TA,0,0,0,90.0,1,0
INN01147,2,0,1,2,BB,0,A,41,2018,November,11,Online TA,0,0,0,121.33,1,1
INN01155,1,0,0,4,SC,0,A,12,2018,November,9,Online TA,0,0,0,120.06,1,0
INN01161,2,0,0,4,SC,0,A,1,2018,November,8,Online TA,0,0,0,159.38,2,0
INN01164,1,0,0,3,BB,0,A,166,2018,November,1,Online TA,0,0,0,110.0,0,1
INN01198,2,0,1,4,BB,0,A,63,2018,November,21,Online TA,0,0,0,88.4,3,0
INN01232,2,0,0,3,HB,0,D,2,2018,November,17,Online TA,0,0,0,159.0,1,1
INN01233,1,0,0,2,BB,0,A,10,2018,November,15,Online TA,0,0,0,103.0,2,0
INN01238,1,0,1,1,SC,0,A,83,2018,November,19,Online TA,0,0,0,79.2,1,0
INN01250,2,0,0,1,SC,0,A,191,2018,November,25,Online TA,0,0,0,71.1,0,1
INN01254,2,0,0,3,SC,0,A,54,2018,November,16,Online TA,0,0,0,57.93,1,0
INN01276,2,1,0,2,BB,0,D,43,2018,November,25,Complementary,0,0,0,20.0,2,0
INN01277,3,0,2,5,BB,0,A,215,2018,November,6,Online TA,0,0,0,212.06,0,1
INN01300,2,0,1,4,BB,0,D,64,2018,November,9,Online TA,0,0,0,138.24,0,0
INN01320,2,0,2,5,BB,0,A,113,2018,November,27,Online TA,0,0,0,85.0,2,0
