Booking_ID,adults,children,stays_in_weekend_nights,stays_in_week_nights,meal,required_car_parking_spaces,reserved_room_type,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,market_segment,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,adr,total_of_special_requests,is_canceled
INN00010,2,0,0,5,BB,0,D,44,2018,October,18,Online TA,0,0,0,133.44,3,0
INN00024,2,0,0,3,BB,0,A,37,2018,October,13,Offline TA/TO,0,0,0,105.0,0,0
INN00035,2,0,0,2,BB,0,A,72,2018,October,7,Offline TA/TO,0,0,0,85.5,0,0
INN00066,2,0,0,3,BB,0,D,30,2018,October,5,Online TA,0,0,0,157.5,2,0
INN00082,2,0,0,5,BB,0,D,128,2018,October,11,Online TA,0,0,0,132.3,0,1
INN00086,1,0,1,0,BB,0,A,1,2018,October,17,Online TA,0,0,0,150.0,2,0
INN00101,2,0,1,0,SC,0,A,189,2018,October,23,Online TA,0,0,0,85.5,2,0
INN00128,2,2,0,2,BB,0,F,110,2018,October,14,Online TA,0,0,0,190.8,0,1
INN00131,2,0,0,2,SC,0,A,1,2018,October,20,Online TA,0,0,0,135.0,2,0
INN00132,1,0,1,2,BB,0,A,25,2018,October,17,Online TA,0,0,0,129.0,2,0
INN00144,2,0,2,2,BB,0,A,266,2018,October,30,Online TA,0,0,0,86.7,2,0
INN00163,3,0,2,2,BB,0,G,3,2018,October,7,Online TA,0,0,0,215.6,1,0
INN00174,2,0,0,4,BB,0,A,104,2018,October,18,Online TA,0,0,0,91.48,1,0
INN00183,2,0,0,1,SC,0,A,109,2018,October,11,Online TA,0,0,0,108.0,0,1
INN00191,2,0,1,2,BB,0,A,54,2018,October,10,Online TA,0,0,0,118.8,0,1
INN00192,1,0,0,1,BB,0,A,15,2018,October,6,Online TA,0,0,0,145.0,0,1
INN00219,2,0,0,3,BB,0,A,335,2018,October,13,Offline TA/TO,0,0,0,90.0,1,0
INN00233,1,0,0,2,BB,0,A,22,2018,October,28,Offline TA/TO,0,0,0,90.0,0,0
INN00259,2,0,0,3,SC,0,A,71,2018,October,18,Online TA,0,0,0,108.0,1,0
