Booking_ID,adults,children,stays_in_weekend_nights,stays_in_week_nights,meal,required_car_parking_spaces,reserved_room_type,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,market_segment,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,adr,total_of_special_requests,is_canceled
INN00001,2,0,1,2,BB,0,A,224,2017,October,2,Offline TA/TO,0,0,0,65.0,0,0
INN00007,2,0,1,3,BB,0,A,34,2017,October,15,Online TA,0,0,0,107.55,1,0
INN00015,2,0,0,2,BB,0,A,47,2017,October,20,Online TA,0,0,0,94.5,2,0
INN00017,1,0,1,0,BB,0,A,0,2017,October,5,Offline TA/TO,0,0,0,96.0,0,0
INN00019,2,0,2,2,BB,0,A,99,2017,October,30,Online TA,0,0,0,65.0,0,1
INN00020,2,0,1,0,BB,0,A,12,2017,October,4,Offline TA/TO,0,0,0,72.0,0,0
INN00021,2,0,2,2,BB,0,A,99,2017,October,30,Online TA,0,0,0,65.0,0,1
INN00038,2,0,0,1,BB,0,A,289,2017,October,17,Offline TA/TO,0,0,0,67.0,0,0
INN00075,2,0,2,3,BB,0,D,34,2017,October,25,Offline TA/TO,0,0,0,75.0,0,0
INN00104,2,0,0,1,BB,0,A,16,2017,October,31,Online TA,0,0,0,95.0,1,0
INN00105,2,0,0,3,BB,0,A,24,2017,October,8,Online TA,0,0,0,107.0,1,0
INN00134,2,0,1,4,BB,0,D,28,2017,October,19,Offline TA/TO,0,0,0,75.0,0,0
INN00136,2,0,0,1,BB,0,D,11,2017,October,9,Online TA,0,0,0,155.0,2,0
INN00179,1,1,2,5,SC,0,A,37,2017,October,24,Online TA,0,0,0,87.78,0,0
INN00217,2,0,0,2,BB,0,A,59,2017,October,15,Online TA,0,0,0,89.25,2,0
INN00234,2,0,1,0,SC,0,A,0,2017,October,18,Online TA,0,0,0,114.0,0,0
INN00242,2,0,1,2,BB,0,A,1,2017,October,9,Online TA,0,0,0,139.33,0,0
INN00246,1,0,0,2,BB,0,A,164,2017,October,2,Offline TA/TO,0,0,0,100.0,0,0
INN00252,2,0,2,3,BB,0,A,43,2017,October,2,Offline TA/TO,0,0,0,58.4,0,0
INN00258,2,0,0,2,HB,0,A,102,2017,October,16,Online TA,0,0,0,101.5,0,1
INN00325,1,0,2,0,BB,0,A,13,2017,October,18,Online TA,0,0,0,120.0,0,0
INN00329,2,0,0,3,BB,0,A,19,2017,October,6,Offline TA/TO,1,1,0,90.0,0,0
INN00335,2,0,1,2,BB,0,D,32,2017,October,23,Offline TA/TO,0,0,0,75.0,1,0
INN00336,2,0,2,1,BB,0,A,282,2017,October,10,Offline TA/TO,0,0,0,76.67,0,0
INN00362,2,0,0,2,BB,0,A,23,2017,October,16,Online TA,0,0,0,98.4,2,0
INN00386,2,0,0,2,HB,0,A,102,2017,October,16,Offline TA/TO,0,0,0,109.0,0,0
INN00422,2,0,1,2,BB,0,A,224,2017,October,2,Offline TA/TO,0,0,0,65.0,0,0
INN00431,1,0,0,4,HB,0,A,33,2017,October,21,Offline TA/TO,0,0,0,79.11,0,0
INN00434,2,0,0,3,BB,0,A,10,2017,October,20,Online TA,0,0,0,126.0,1,0
INN00438,2,0,0,1,BB,0,A,45,2017,October,23,Online TA,0,0,0,81.62,0,0
INN00445,1,0,0,1,BB,0,A,11,2017,October,23,Offline TA/TO,0,0,0,83.5,0,0
INN00448,2,0,0,1,BB,0,A,43,2017,October,13,Offline TA/TO,0,0,0,85.0,0,0
INN00485,2,0,0,3,BB,0,A,70,2017,October,22,Online TA,0,0,0,89.25,1,0
INN00518,1,0,0,2,BB,0,A,14,2017,October,14,Corporate,0,0,0,95.0,0,0
INN00550,2,0,0,4,BB,0,A,92,2017,October,7,Offline TA/TO,0,0,0,70.0,0,0
INN00559,2,0,0,2,BB,0,A,8,2017,October,20,Online TA,0,0,0,135.0,1,0
INN00566,2,0,0,2,HB,0,A,102,2017,October,16,Offline TA/TO,0,0,0,109.0,0,0
INN00605,1,0,0,1,BB,0,A,0,2017,October,1,Corporate,0,0,0,109.0,1,0
INN00615,2,2,2,4,BB,0,E,33,2017,October,17,Online TA,0,0,0,95.0,2,0
INN00626,2,0,0,4,BB,0,D,41,2017,October,14,Online TA,0,0,0,87.54,1,0
INN00712,2,0,1,3,BB,0,A,210,2017,October,8,Offline TA/TO,0,0,0,72.75,0,0
INN00721,2,0,2,0,BB,0,A,61,2017,October,4,Offline TA/TO,0,0,0,91.0,0,0
INN00737,2,0,2,3,BB,0,A,17,2017,October,15,Online TA,0,0,0,94.95,1,0
INN00758,2,0,1,1,BB,0,A,174,2017,October,10,Online TA,0,0,0,70.0,0,1
INN00771,1,0,0,2,BB,0,A,164,2017,October,2,Offline TA/TO,0,0,0,100.0,0,0
INN00834,1,0,0,1,BB,0,A,0,2017,October,1,Complementary,1,0,1,0.0,0,0
INN00852,1,0,0,1,BB,0,A,19,2017,October,7,Corporate,0,0,0,85.5,0,0
INN00857,1,0,0,2,BB,0,A,7,2017,October,28,Online TA,0,0,0,92.4,1,0
INN00903,2,0,0,2,HB,0,A,104,2017,October,6,Online TA,0,0,0,114.0,1,1
INN00930,2,0,2,1,BB,0,A,13,2017,October,18,Offline TA/TO,0,0,0,85.0,0,0
INN00939,1,0,0,2,HB,0,A,102,2017,October,16,Online TA,0,0,0,80.0,0,1
INN00941,1,0,2,1,BB,0,A,40,2017,October,25,Online TA,0,0,0,71.64,0,0
INN00944,2,0,2,3,BB,0,A,54,2017,October,3,Online TA,0,0,0,74.15,2,0
INN00948,2,0,0,2,BB,0,A,59,2017,October,29,Offline TA/TO,0,0,0,85.0,0,0
INN00978,1,0,0,2,BB,0,A,164,2017,October,2,Offline TA/TO,0,0,0,100.0,0,0
INN00997,1,0,0,1,BB,0,A,4,2017,October,13,Complementary,0,0,0,0.0,0,0
INN01002,2,0,1,1,HB,0,A,88,2017,October,5,Offline TA/TO,0,0,0,112.2,0,0
INN01029,2,0,1,2,BB,0,A,41,2017,October,16,Online TA,0,0,0,105.9,2,0
INN01063,1,0,2,2,BB,0,A,2,2017,October,18,Online TA,0,0,0,98.21,0,0
INN01080,2,0,0,2,HB,0,A,102,2017,October,16,Online TA,0,0,0,101.5,0,1
INN01094,2,0,0,1,BB,0,A,2,2017,October,13,Offline TA/TO,0,0,0,85.0,0,0
INN01114,2,0,1,3,BB,0,A,166,2017,October,12,Online TA,0,0,0,89.25,2,0
INN01140,1,0,0,2,BB,0,A,164,2017,October,2,Offline TA/TO,0,0,0,100.0,0,0
INN01173,2,0,2,1,BB,0,A,2,2017,October,18,Corporate,0,0,0,123.0,0,0
INN01176,1,0,0,1,BB,0,A,7,2017,October,30,Offline TA/TO,0,0,0,95.0,0,0
INN01190,2,0,0,2,HB,0,A,102,2017,October,16,Online TA,0,0,0,101.5,0,1
INN01243,1,0,1,3,BB,0,A,11,2017,October,19,Online TA,0,0,0,92.4,0,0
INN01245,1,0,0,2,BB,0,A,164,2017,October,2,Offline TA/TO,0,0,0,100.0,0,0
INN01259,1,0,0,2,HB,0,A,102,2017,October,16,Online TA,0,0,0,80.0,0,1
INN01261,2,0,0,2,HB,0,A,102,2017,October,16,Online TA,0,0,0,101.5,0,1
INN01313,2,0,0,2,BB,1,A,76,2017,October,13,Online TA,0,0,0,98.25,1,0
INN01363,1,0,1,1,BB,0,D,32,2017,October,24,Online TA,0,0,0,136.0,1,0
INN01370,2,0,1,2,BB,0,A,224,2017,October,2,Offline TA/TO,0,0,0,65.0,0,0
INN01373,2,0,2,2,BB,0,A,11,2017,October,23,Offline TA/TO,0,0,0,88.5,0,0
INN01388,2,0,0,3,BB,0,A,26,2017,October,7,Online TA,0,0,0,114.67,2,0
INN01393,2,0,1,1,HB,0,A,88,2017,October,5,Offline TA/TO,0,0,0,112.2,0,0
INN01430,1,0,0,2,BB,0,A,14,2017,October,15,Offline TA/TO,0,0,0,100.0,0,0
INN01462,2,0,0,1,HB,0,A,100,2017,October,16,Online TA,0,0,0,108.0,0,1
INN01473,1,0,2,0,BB,0,A,3,2017,October,18,Corporate,0,0,0,65.0,0,0
INN01476,2,0,1,3,BB,0,A,16,2017,October,1,Online TA,0,0,0,111.75,1,0
INN01495,2,0,2,1,BB,0,A,221,2017,October,10,Offline TA/TO,0,0,0,65.0,0,0
INN01500,2,0,0,2,BB,0,A,33,2017,October,1,Online TA,0,0,0,79.35,1,0
INN01557,2,0,0,2,BB,0,A,34,2017,October,6,Online TA,0,0,0,66.53,1,0
INN01575,2,0,0,2,HB,0,A,102,2017,October,16,Online TA,0,0,0,101.5,0,1
INN01582,2,0,2,1,BB,0,A,221,2017,October,10,Offline TA/TO,0,0,0,65.0,0,0
INN01589,1,0,6,13,BB,0,A,5,2017,October,4,Corporate,0,0,0,95.0,1,1
INN01663,2,0,1,2,BB,0,A,1,2017,October,9,Online TA,0,0,0,139.33,1,0
INN01692,2,0,0,2,HB,0,A,102,2017,October,16,Online TA,0,0,0,101.5,0,1
INN01697,1,0,0,2,BB,0,A,14,2017,October,15,Offline TA/TO,0,0,0,110.0,1,0
INN01704,2,0,1,2,BB,0,A,3,2017,October,19,Corporate,0,0,0,123.0,0,1
INN01713,2,0,0,1,BB,0,A,164,2017,October,2,Offline TA/TO,0,0,0,100.0,1,0
INN01723,2,0,0,2,HB,0,A,104,2017,October,6,Online TA,0,0,0,114.0,1,1
INN01727,1,0,0,2,BB,0,A,164,2017,October,2,Offline TA/TO,0,0,0,100.0,0,0
INN01760,1,0,0,2,HB,0,D,80,2017,October,9,Offline TA/TO,0,0,0,108.0,0,0
INN01761,2,0,0,2,BB,0,A,59,2017,October,29,Offline TA/TO,0,0,0,85.0,0,0
INN01778,1,0,0,2,BB,0,A,14,2017,October,15,Offline TA/TO,0,0,0,100.0,0,0
INN01783,2,0,0,1,BB,0,A,180,2017,October,16,Online TA,0,0,0,70.0,0,1
INN01793,1,0,0,1,BB,0,A,8,2017,October,6,Corporate,0,0,0,65.0,0,0
INN01807,2,1,0,3,BB,0,A,33,2017,October,7,Offline TA/TO,0,0,0,75.6,1,0
INN01841,1,0,0,2,BB,0,A,14,2017,October,15,Offline TA/TO,0,0,0,100.0,0,0
INN01847,2,0,2,2,BB,0,A,29,2017,October,17,Online TA,0,0,0,95.04,0,0
INN01862,2,0,2,3,SC,0,E,34,2017,October,15,Online TA,0,0,0,94.3,0,0
INN01916,2,0,1,1,BB,0,A,174,2017,October,10,Online TA,0,0,0,70.0,0,1
INN01920,2,0,0,2,HB,0,A,102,2017,October,16,Offline TA/TO,0,0,0,109.0,0,0
INN01973,1,0,1,2,BB,0,D,12,2017,October,5,Offline TA/TO,0,0,0,75.0,0,0
INN01987,2,0,0,0,BB,0,A,43,2017,October,17,Online TA,0,0,0,0.0,1,0
INN02018,2,0,0,2,HB,0,A,102,2017,October,16,Online TA,0,0,0,101.5,0,1
INN02020,2,0,0,2,BB,0,A,35,2017,October,16,Offline TA/TO,0,0,0,89.28,3,0
INN02041,2,1,1,2,BB,0,D,30,2017,October,23,Online TA,0,0,0,118.2,1,0
INN02043,1,0,0,3,BB,0,A,43,2017,October,29,Online TA,0,0,0,90.9,3,0
INN02050,2,0,0,2,BB,0,A,36,2017,October,13,Offline TA/TO,0,0,0,75.6,0,0
INN02066,2,0,1,4,BB,0,A,32,2017,October,5,Online TA,0,0,0,97.92,2,0
INN02103,1,0,1,0,BB,0,A,6,2017,October,12,Corporate,0,0,0,65.0,0,0
INN02127,2,0,0,1,HB,0,D,46,2017,October,10,Offline TA/TO,0,0,0,118.8,0,0
INN02135,2,0,1,3,BB,0,A,47,2017,October,1,Online TA,0,0,0,103.05,2,0
INN02143,2,0,2,2,BB,0,A,99,2017,October,30,Online TA,0,0,0,65.0,0,1
INN02145,2,0,2,1,BB,0,A,6,2017,October,10,Offline TA/TO,0,0,0,65.0,0,0
INN02154,2,0,1,2,BB,0,A,66,2017,October,9,Offline TA/TO,0,0,0,75.0,0,0
INN02156,2,0,2,0,BB,0,A,0,2017,October,4,Online TA,0,0,0,126.0,0,0
INN02166,2,0,2,2,BB,0,D,8,2017,October,18,Online TA,0,0,0,136.0,2,0
INN02186,2,0,0,2,HB,0,D,80,2017,October,9,Offline TA/TO,0,0,0,136.0,0,0
INN02196,2,0,1,2,BB,0,A,66,2017,October,9,Online TA,0,0,0,75.0,0,1
INN02212,1,0,1,2,BB,0,A,19,2017,October,12,Online TA,0,0,0,126.0,0,0
INN02236,2,0,2,1,BB,0,D,15,2017,October,31,Online TA,0,0,0,117.0,1,0
INN02242,1,0,0,4,BB,0,D,0,2017,October,7,Online TA,0,0,0,159.75,1,0
INN02244,2,0,0,2,BB,0,A,23,2017,October,16,Online TA,0,0,0,98.4,2,0
INN02254,2,0,1,1,BB,0,A,174,2017,October,10,Online TA,0,0,0,70.0,0,1
INN02255,2,0,1,1,HB,0,A,88,2017,October,5,Offline TA/TO,0,0,0,112.2,0,0
INN02278,2,0,1,0,BB,0,A,69,2017,October,4,Online TA,0,0,0,68.72,1,0
INN02337,0,2,1,3,BB,0,E,48,2017,October,19,Online TA,0,0,0,6.0,1,0
INN02340,2,0,1,2,BB,0,A,66,2017,October,9,Online TA,0,0,0,75.0,0,1
INN02349,2,0,2,1,BB,0,A,221,2017,October,17,Offline TA/TO,0,0,0,65.0,0,0
INN02355,2,0,1,2,BB,0,A,66,2017,October,9,Online TA,0,0,0,75.0,0,1
INN02407,2,0,0,1,BB,0,A,289,2017,October,17,Offline TA/TO,0,0,0,67.0,0,0
INN02421,2,0,1,2,BB,0,A,5,2017,October,19,Offline TA/TO,0,0,0,90.0,0,0
INN02460,2,0,0,2,BB,0,A,35,2017,October,8,Online TA,0,0,0,103.05,3,0
INN02468,2,0,1,1,BB,1,F,2,2017,October,10,Online TA,0,0,0,205.0,0,1
INN02471,2,0,1,2,HB,0,A,105,2017,October,12,Online TA,0,0,0,110.0,0,1
INN02509,2,0,0,2,BB,0,A,34,2017,October,16,Online TA,0,0,0,104.85,0,0
INN02534,1,0,0,2,HB,0,A,102,2017,October,16,Online TA,0,0,0,80.0,0,1
INN02538,2,0,1,1,BB,0,A,63,2017,October,10,Online TA,0,0,0,89.25,1,0
INN02625,2,0,0,2,HB,0,A,102,2017,October,16,Offline TA/TO,0,0,0,109.0,0,0
INN02641,2,0,1,1,HB,0,A,88,2017,October,5,Offline TA/TO,0,0,0,112.2,0,0
INN02663,1,0,0,1,BB,0,A,22,2017,October,6,Online TA,0,0,0,101.0,1,0
INN02670,2,0,1,2,BB,0,D,14,2017,October,30,Offline TA/TO,0,0,0,98.67,1,0
INN02679,1,0,1,0,BB,0,A,4,2017,October,12,Corporate,0,0,0,65.0,0,0
INN02709,2,0,2,3,BB,0,D,18,2017,October,16,Online TA,0,0,0,107.65,1,0
