Booking_ID,adults,children,stays_in_weekend_nights,stays_in_week_nights,meal,required_car_parking_spaces,reserved_room_type,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,market_segment,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,adr,total_of_special_requests,is_canceled
INN00004,2,0,0,2,BB,0,A,211,2018,May,20,Online TA,0,0,0,100.0,0,1
INN00025,2,0,2,1,SC,0,A,130,2018,May,22,Online TA,0,0,0,94.5,1,0
INN00028,1,0,0,2,BB,0,D,2,2018,May,19,Aviation,0,0,0,110.0,0,1
INN00051,1,0,2,5,SC,0,A,124,2018,May,30,Online TA,0,0,0,87.95,0,0
INN00053,1,0,1,2,BB,0,A,6,2018,May,16,Online TA,0,0,0,136.67,1,0
INN00056,2,0,1,3,BB,0,A,100,2018,May,19,Online TA,0,0,0,136.0,1,0
INN00062,1,0,0,3,BB,0,D,19,2018,May,3,Online TA,0,0,0,120.12,2,0
INN00091,2,0,1,3,SC,0,A,110,2018,May,5,Online TA,0,0,0,101.58,1,0
INN00094,2,0,0,1,BB,0,D,92,2018,May,19,Online TA,0,0,0,149.4,1,0
INN00102,3,0,1,2,BB,0,D,55,2018,May,13,Online TA,0,0,0,159.3,2,0
INN00124,2,0,0,3,BB,0,A,148,2018,May,5,Online TA,0,0,0,105.3,0,0
INN00139,1,0,2,2,BB,0,A,82,2018,May,22,Online TA,0,0,0,109.65,0,0
INN00141,1,0,1,2,BB,0,A,13,2018,May,9,Offline TA/TO,0,0,0,90.0,0,0
INN00147,2,0,0,4,SC,0,A,112,2018,May,4,Online TA,0,0,0,101.58,1,0
INN00151,2,0,1,1,BB,0,A,80,2018,May,2,Online TA,0,0,0,126.9,1,0
INN00157,2,0,0,3,BB,0,D,97,2018,May,24,Online TA,0,0,0,140.4,0,0
INN00178,2,0,0,2,BB,0,A,22,2018,May,20,Offline TA/TO,0,0,0,140.0,0,0
INN00186,2,0,0,2,BB,0,D,56,2018,May,13,Online TA,0,0,0,140.4,1,0
INN00196,2,0,1,2,BB,0,A,92,2018,May,30,Offline TA/TO,0,0,0,101.52,0,0
INN00204,2,0,1,2,BB,0,A,273,2018,May,13,Online TA,0,0,0,95.0,0,1
INN00207,2,0,1,3,BB,0,A,111,2018,May,2,Online TA,0,0,0,101.58,1,0
INN00227,2,2,2,2,BB,0,F,144,2018,May,27,Online TA,0,0,0,177.65,1,1
INN00231,3,0,1,1,BB,0,D,49,2018,May,7,Online TA,0,0,0,159.3,0,1
INN00232,2,1,1,3,BB,0,A,77,2018,May,12,Online TA,0,0,0,135.15,1,0
INN00248,2,0,0,4,BB,0,D,18,2018,May,31,Online TA,0,0,0,112.8,0,1
INN00254,2,0,1,1,SC,0,A,47,2018,May,21,Offline TA/TO,0,0,0,76.5,0,0
INN00282,2,0,1,3,SC,0,A,41,2018,May,9,Online TA,0,0,0,116.1,0,1
INN00287,2,2,2,2,BB,0,F,84,2018,May,13,Online TA,0,0,0,187.85,1,0
INN00294,2,0,2,1,BB,0,A,100,2018,May,1,Online TA,0,0,0,105.3,1,0
INN00305,2,0,1,0,BB,0,A,10,2018,May,16,Online TA,0,0,0,103.0,0,0
INN00322,1,0,1,0,BB,0,A,51,2018,May,22,Corporate,1,0,3,65.0,0,0
INN00330,2,0,0,2,BB,0,D,67,2018,May,27,Online TA,0,0,0,140.4,1,0
INN00355,2,0,2,2,BB,0,D,77,2018,May,14,Online TA,0,0,0,134.85,1,0
INN00380,2,0,2,1,BB,0,A,17,2018,May,21,Offline TA/TO,0,0,0,95.0,0,0
INN00389,2,2,0,1,BB,0,F,0,2018,May,14,Online TA,0,0,0,221.0,0,1
INN00399,2,0,1,2,BB,0,A,273,2018,May,13,Online TA,0,0,0,95.0,0,1
INN00411,2,0,1,3,BB,0,A,71,2018,May,30,Online TA,0,0,0,119.85,1,0
INN00413,1,0,0,1,SC,0,A,37,2018,May,13,Online TA,0,0,0,116.1,0,0
INN00414,3,0,2,2,BB,0,D,76,2018,May,29,Online TA,0,0,0,150.45,0,1
INN00420,2,0,1,1,BB,0,A,180,2018,May,2,Offline TA/TO,0,0,0,100.0,1,0
INN00423,2,0,2,2,BB,0,A,24,2018,May,29,Online TA,0,0,0,104.55,2,0
INN00432,2,0,0,2,BB,0,A,24,2018,May,13,Complementary,0,0,0,0.0,0,0
INN00444,2,0,0,4,BB,0,A,66,2018,May,11,Online TA,0,0,0,119.85,1,0
INN00458,1,0,0,3,SC,0,A,2,2018,May,31,Online TA,0,0,0,87.78,0,0
INN00466,2,0,1,2,HB,0,A,309,2018,May,13,Online TA,0,0,0,101.0,0,1
INN00523,2,0,0,4,BB,0,D,109,2018,May,4,Online TA,0,0,0,120.28,1,0
INN00590,3,0,0,1,BB,0,A,74,2018,May,21,Online TA,0,0,0,168.3,2,0
INN00591,2,0,0,1,SC,0,A,120,2018,May,12,Online TA,0,0,0,72.76,0,0
INN00620,2,0,2,1,BB,0,A,107,2018,May,29,Online TA,0,0,0,80.75,1,1
INN00631,2,0,0,3,BB,0,A,259,2018,May,5,Online TA,0,0,0,90.0,0,1
INN00632,2,0,0,2,BB,0,A,122,2018,May,12,Online TA,0,0,0,105.3,1,0
INN00657,2,0,2,1,BB,0,D,8,2018,May,29,Online TA,0,0,0,124.1,1,0
INN00664,1,0,0,3,BB,0,A,43,2018,May,31,Online TA,0,0,0,115.5,0,0
INN00678,2,0,2,0,SC,1,A,77,2018,May,1,Online TA,0,0,0,125.1,0,0
INN00687,2,0,1,2,BB,0,G,40,2018,May,13,Online TA,0,0,0,203.73,2,0
INN00703,2,0,0,1,BB,0,D,10,2018,May,5,Online TA,0,0,0,156.0,1,0
INN00720,3,0,0,1,BB,0,D,2,2018,May,27,Online TA,0,0,0,197.0,1,0
INN00732,2,0,1,1,BB,0,A,180,2018,May,2,Offline TA/TO,0,0,0,100.0,1,0
INN00735,2,0,0,3,HB,0,A,88,2018,May,3,Offline TA/TO,0,0,0,117.0,1,0
INN00738,2,0,2,5,SC,0,A,104,2018,May,11,Online TA,0,0,0,109.65,0,1
INN00751,1,0,0,2,BB,0,A,5,2018,May,24,Corporate,0,0,0,100.0,0,0
INN00767,2,0,0,4,BB,0,D,24,2018,May,31,Online TA,0,0,0,127.48,1,0
INN00768,2,0,1,2,BB,0,D,124,2018,May,6,Online TA,0,0,0,114.3,0,0
INN00788,1,0,0,4,BB,0,A,158,2018,May,25,Online TA,0,0,0,114.75,1,1
INN00797,1,0,0,1,BB,0,A,59,2018,May,19,Online TA,0,0,0,121.5,0,1
INN00808,2,0,1,1,BB,0,A,60,2018,May,21,Online TA,0,0,0,126.9,1,0
INN00813,2,0,2,3,BB,0,D,54,2018,May,12,Online TA,0,0,0,132.6,0,1
INN00836,1,0,0,3,BB,0,F,159,2018,May,26,Online TA,0,0,0,187.85,0,1
INN00848,2,0,0,2,BB,0,A,5,2018,May,24,Corporate,0,0,0,110.0,1,0
INN00863,2,0,2,1,SC,0,A,6,2018,May,8,Online TA,0,0,0,108.0,2,0
INN00871,1,0,2,2,BB,0,A,48,2018,May,22,Offline TA/TO,0,0,0,81.0,0,0
INN00876,2,0,2,2,SC,0,A,99,2018,May,1,Online TA,0,0,0,89.25,0,1
INN00882,2,0,0,1,BB,0,A,0,2018,May,24,Corporate,0,0,0,125.1,0,0
INN00901,2,0,1,2,BB,0,A,273,2018,May,13,Online TA,0,0,0,95.0,0,1
